"country","year","fossil_share_energy","fossil_energy_per_capita","energy_per_capita","region","iso","inv_dummy","bri_dummy"
"Lithuania",2010,95.565,20042.322,20972.395,"Europe & Central Asia","LTU",0,0
"Lithuania",2011,94.987,20949.93,22055.47,"Europe & Central Asia","LTU",0,0
"Lithuania",2012,94.5,21178.377,22411.06,"Europe & Central Asia","LTU",0,0
"Lithuania",2013,92.703,19389.944,20916.116,"Europe & Central Asia","LTU",0,0
"Lithuania",2014,92.429,18883.582,20430.443,"Europe & Central Asia","LTU",0,0
"Lithuania",2015,92.048,19899.227,21618.312,"Europe & Central Asia","LTU",0,0
"Lithuania",2016,90.829,20264.535,22310.548,"Europe & Central Asia","LTU",0,0
"Lithuania",2017,89.633,21438.418,23917.938,"Europe & Central Asia","LTU",0,0
"Lithuania",2018,92.524,22579.247,24403.55,"Europe & Central Asia","LTU",0,0
"Lithuania",2019,91.585,22567.531,24641.049,"Europe & Central Asia","LTU",0,0
"Luxembourg",2005,98.929,113404.441,114632.216,"Europe & Central Asia","LUX",0,0
"Luxembourg",2006,98.727,109245.964,110654.876,"Europe & Central Asia","LUX",0,0
"Luxembourg",2007,97.573,102828.203,105385.992,"Europe & Central Asia","LUX",0,0
"Luxembourg",2008,97.48,99865.178,102446.77,"Europe & Central Asia","LUX",0,0
"Luxembourg",2009,97.525,93241.587,95607.461,"Europe & Central Asia","LUX",0,0
"Luxembourg",2010,97.655,96186.544,98496.259,"Europe & Central Asia","LUX",0,0
"Luxembourg",2011,97.6,91664.845,93918.885,"Europe & Central Asia","LUX",0,0
"Luxembourg",2012,97.201,87598.877,90121.063,"Europe & Central Asia","LUX",0,0
"Luxembourg",2013,96.558,81057.731,83946.778,"Europe & Central Asia","LUX",0,0
"Luxembourg",2014,95.898,76288.761,79552.018,"Europe & Central Asia","LUX",0,0
"Luxembourg",2015,95.254,72087.008,75678.345,"Europe & Central Asia","LUX",0,0
"Luxembourg",2016,94.883,69388.837,73131.15,"Europe & Central Asia","LUX",0,0
"Luxembourg",2017,93.688,69860.468,74567.402,"Europe & Central Asia","LUX",0,0
"Luxembourg",2018,93.297,71373.485,76501.105,"Europe & Central Asia","LUX",0,0
"Luxembourg",2019,92.937,71243.909,76658.118,"Europe & Central Asia","LUX",0,0
"Malaysia",2005,97.814,30923.663,31614.638,"East Asia & Pacific","MYS",0,0
"Malaysia",2006,97.791,31498.423,32209.853,"East Asia & Pacific","MYS",0,0
"Malaysia",2007,97.978,33010.365,33691.547,"East Asia & Pacific","MYS",0,0
"Malaysia",2008,97.511,33376.967,34228.969,"East Asia & Pacific","MYS",1,0
"Malaysia",2009,97.588,31779.901,32565.279,"East Asia & Pacific","MYS",1,0
"Malaysia",2010,97.859,32290.167,32996.698,"East Asia & Pacific","MYS",1,0
"Malaysia",2011,97.391,32757.198,33634.663,"East Asia & Pacific","MYS",1,0
"Malaysia",2012,97.195,34625.834,35625.245,"East Asia & Pacific","MYS",1,0
"Malaysia",2013,96.717,35562.934,36770.269,"East Asia & Pacific","MYS",1,0
"Malaysia",2014,96.354,35307.154,36643.052,"East Asia & Pacific","MYS",1,0
"Malaysia",2015,96.186,35271.133,36669.698,"East Asia & Pacific","MYS",1,0
"Malaysia",2016,95.075,36219.409,38095.509,"East Asia & Pacific","MYS",1,0
"Malaysia",2017,93.743,35769.575,38156.889,"East Asia & Pacific","MYS",1,1
"Malaysia",2018,93.714,34740.698,37070.936,"East Asia & Pacific","MYS",1,1
"Malaysia",2019,93.613,34687.091,37053.569,"East Asia & Pacific","MYS",1,1
"Mexico",2005,93.259,16521.288,17715.447,"Latin America & Caribbean","MEX",0,0
"Mexico",2006,93.206,16788.075,18011.859,"Latin America & Caribbean","MEX",0,0
"Mexico",2007,93.638,16703.481,17838.423,"Latin America & Caribbean","MEX",0,0
"Mexico",2008,92.354,16570.913,17942.795,"Latin America & Caribbean","MEX",0,0
"Mexico",2009,93.906,16470.432,17539.323,"Latin America & Caribbean","MEX",0,0
"Mexico",2010,93.296,16601.827,17794.833,"Latin America & Caribbean","MEX",0,0
"Mexico",2011,93.2,17140.726,18391.381,"Latin America & Caribbean","MEX",0,0
"Mexico",2012,93.78,17116.365,18251.57,"Latin America & Caribbean","MEX",0,0
"Mexico",2013,93.815,16970.836,18089.592,"Latin America & Caribbean","MEX",1,0
"Mexico",2014,92.487,16430.404,17765.011,"Latin America & Caribbean","MEX",1,0
"Mexico",2015,92.926,16285.966,17525.65,"Latin America & Caribbean","MEX",1,0
"Mexico",2016,93.012,16309.492,17534.79,"Latin America & Caribbean","MEX",1,0
"Mexico",2017,92.797,16310.487,17576.573,"Latin America & Caribbean","MEX",1,0
"Mexico",2018,91.967,15857.96,17243.103,"Latin America & Caribbean","MEX",1,0
"Mexico",2019,91.482,15378.81,16810.783,"Latin America & Caribbean","MEX",1,0
"Morocco",2005,98.042,5179.089,5282.52,"Middle East & North Africa","MAR",0,0
"Morocco",2006,98.102,5227.787,5328.944,"Middle East & North Africa","MAR",0,0
"Morocco",2007,98.071,5116.995,5217.657,"Middle East & North Africa","MAR",0,0
"Morocco",2008,98.214,5589.568,5691.192,"Middle East & North Africa","MAR",1,0
"Morocco",2009,95.559,5231.926,5475.095,"Middle East & North Africa","MAR",1,0
"Morocco",2010,94.447,5658.385,5991.063,"Middle East & North Africa","MAR",1,0
"Morocco",2011,96.568,6000.049,6213.307,"Middle East & North Africa","MAR",1,0
"Morocco",2012,97.068,6051.649,6234.444,"Middle East & North Africa","MAR",1,0
"Morocco",2013,95.182,6000.53,6304.272,"Middle East & North Africa","MAR",1,0
"Morocco",2014,95.798,6043.344,6308.411,"Middle East & North Africa","MAR",1,0
"Morocco",2015,94.914,6006.808,6328.655,"Middle East & North Africa","MAR",1,0
"Morocco",2016,94.718,5978.95,6312.383,"Middle East & North Africa","MAR",1,0
"Morocco",2017,95.01,6200.953,6526.613,"Middle East & North Africa","MAR",1,1
"Morocco",2018,93.285,6213.97,6661.278,"Middle East & North Africa","MAR",1,1
"Morocco",2019,92.914,6715.788,7227.94,"Middle East & North Africa","MAR",1,1
"Netherlands",2005,97.22,65873.159,67757.136,"Europe & Central Asia","NLD",0,0
"Netherlands",2006,97.117,64165.388,66070.332,"Europe & Central Asia","NLD",0,0
"Netherlands",2007,96.812,64781.87,66915.166,"Europe & Central Asia","NLD",1,0
"Netherlands",2008,96.388,63451.607,65829.55,"Europe & Central Asia","NLD",1,0
"Netherlands",2009,95.908,62004.343,64649.683,"Europe & Central Asia","NLD",1,0
"Netherlands",2010,96.28,65653.147,68190.147,"Europe & Central Asia","NLD",1,0
"Netherlands",2011,95.726,62272.607,65052.642,"Europe & Central Asia","NLD",1,0
"Netherlands",2012,95.599,59959.781,62720.376,"Europe & Central Asia","NLD",1,0
"Netherlands",2013,95.845,58140.664,60660.94,"Europe & Central Asia","NLD",1,0
"Netherlands",2014,95.375,54485.323,57127.701,"Europe & Central Asia","NLD",1,0
"Netherlands",2015,95.008,54793.107,57672.171,"Europe & Central Asia","NLD",1,0
"Netherlands",2016,94.964,55596.553,58544.933,"Europe & Central Asia","NLD",1,0
"Netherlands",2017,94.205,54282.964,57622.291,"Europe & Central Asia","NLD",1,0
"Netherlands",2018,93.573,53723.588,57413.458,"Europe & Central Asia","NLD",1,0
"Netherlands",2019,92.467,52749.549,57046.584,"Europe & Central Asia","NLD",1,0
"New Zealand",2005,66.908,36262.382,54197.493,"East Asia & Pacific","NZL",0,0
"New Zealand",2006,66.789,36064.734,53997.912,"East Asia & Pacific","NZL",0,0
"New Zealand",2007,66.258,35315.839,53300.273,"East Asia & Pacific","NZL",0,0
"New Zealand",2008,67.154,35512.202,52881.352,"East Asia & Pacific","NZL",0,0
"New Zealand",2009,63.803,33298.669,52189.596,"East Asia & Pacific","NZL",0,0
"New Zealand",2010,62.916,33202.998,52773.918,"East Asia & Pacific","NZL",0,0
"New Zealand",2011,62.187,32571.538,52376.782,"East Asia & Pacific","NZL",0,0
"New Zealand",2012,64.857,33789.303,52098.469,"East Asia & Pacific","NZL",0,0
"New Zealand",2013,64.849,33511.453,51675.785,"East Asia & Pacific","NZL",0,0
"New Zealand",2014,64.204,34387.212,53559.134,"East Asia & Pacific","NZL",0,0
"New Zealand",2015,63.779,34136.596,53523.525,"East Asia & Pacific","NZL",0,0
"New Zealand",2016,62.798,33493.775,53336.116,"East Asia & Pacific","NZL",0,0
"New Zealand",2017,64.446,34500.644,53534.502,"East Asia & Pacific","NZL",0,0
"New Zealand",2018,63.316,33302.81,52598.183,"East Asia & Pacific","NZL",0,0
"New Zealand",2019,64.587,34376.311,53224.651,"East Asia & Pacific","NZL",0,0
"North Macedonia",2005,87.57,13725.559,15673.761,"Europe & Central Asia","MKD",0,0
"North Macedonia",2006,86.556,13763.662,15901.51,"Europe & Central Asia","MKD",0,0
"North Macedonia",2007,91.788,14520.46,15819.644,"Europe & Central Asia","MKD",0,0
"North Macedonia",2008,92.934,14202.219,15282.089,"Europe & Central Asia","MKD",0,0
"North Macedonia",2009,89.197,13383.977,15004.935,"Europe & Central Asia","MKD",0,0
"North Macedonia",2010,81.053,13103.878,16166.964,"Europe & Central Asia","MKD",0,0
"North Macedonia",2011,88.918,14405.345,16200.692,"Europe & Central Asia","MKD",0,0
"North Macedonia",2012,91.373,13744.262,15041.899,"Europe & Central Asia","MKD",0,0
"North Macedonia",2013,86.306,12413.786,14383.441,"Europe & Central Asia","MKD",0,0
"North Macedonia",2014,88.142,11771.658,13355.293,"Europe & Central Asia","MKD",0,0
"North Macedonia",2015,82.376,11546.871,14017.299,"Europe & Central Asia","MKD",0,0
"North Macedonia",2016,82.809,12031.926,14529.675,"Europe & Central Asia","MKD",0,0
"North Macedonia",2017,88.897,12465.775,14022.744,"Europe & Central Asia","MKD",0,0
"North Macedonia",2018,83.176,11596.789,13942.511,"Europe & Central Asia","MKD",0,0
"North Macedonia",2019,89.289,13321.522,14919.496,"Europe & Central Asia","MKD",0,0
"Norway",2005,31.606,36639.345,115926.929,"Europe & Central Asia","NOR",0,0
"Norway",2006,34.637,36496.975,105370.294,"Europe & Central Asia","NOR",0,0
"Norway",2007,32.053,35864.035,111888.058,"Europe & Central Asia","NOR",0,0
"Norway",2008,31.27,35420.039,113272.157,"Europe & Central Asia","NOR",1,0
"Norway",2009,33.344,34504.301,103478.749,"Europe & Central Asia","NOR",1,0
"Norway",2010,35.978,35536.164,98771.881,"Europe & Central Asia","NOR",1,0
"Norway",2011,34.952,34459.101,98589.015,"Europe & Central Asia","NOR",1,0
"Norway",2012,31.238,33669.127,107783.802,"Europe & Central Asia","NOR",1,0
"Norway",2013,33.664,33520.363,99572.271,"Europe & Central Asia","NOR",1,0
"Norway",2014,32.14,32464.844,101010.521,"Europe & Central Asia","NOR",1,0
"Norway",2015,32.328,32710.201,101181.008,"Europe & Central Asia","NOR",1,0
"Norway",2016,30.778,31166.724,101263.059,"Europe & Central Asia","NOR",1,0
"Norway",2017,30.933,31181.136,100801.799,"Europe & Central Asia","NOR",1,0
"Norway",2018,31.878,31589.415,99093.421,"Europe & Central Asia","NOR",1,0
"Norway",2019,32.93,30045.173,91240.272,"Europe & Central Asia","NOR",1,0
"Oman",2005,100,63451.439,63451.439,"Middle East & North Africa","OMN",0,0
"Oman",2006,100,67441.436,67441.436,"Middle East & North Africa","OMN",0,0
"Oman",2007,100,65316.124,65316.124,"Middle East & North Africa","OMN",0,0
"Oman",2008,100,74075.833,74075.833,"Middle East & North Africa","OMN",0,0
"Oman",2009,100,70987.832,70987.832,"Middle East & North Africa","OMN",1,0
"Oman",2010,100,78880.424,78880.424,"Middle East & North Africa","OMN",1,0
"Oman",2011,100,80606.8,80606.8,"Middle East & North Africa","OMN",1,0
"Oman",2012,100,81442.269,81442.269,"Middle East & North Africa","OMN",1,0
"Oman",2013,99.999,84551.291,84552.107,"Middle East & North Africa","OMN",1,0
"Oman",2014,99.999,78698.575,78699.333,"Middle East & North Africa","OMN",1,0
"Oman",2015,99.997,78462.706,78464.9,"Middle East & North Africa","OMN",1,0
"Oman",2016,99.997,75029.683,75031.772,"Middle East & North Africa","OMN",1,0
"Oman",2017,99.998,79941.997,79943.989,"Middle East & North Africa","OMN",1,0
"Oman",2018,99.998,85501.58,85503.513,"Middle East & North Africa","OMN",1,1
"Oman",2019,99.998,84530.613,84532.482,"Middle East & North Africa","OMN",1,1
"Pakistan",2005,86.046,3439.113,3996.833,"South Asia","PAK",1,0
"Pakistan",2006,87.035,3586.605,4120.859,"South Asia","PAK",1,0
"Pakistan",2007,87.437,3745.256,4283.397,"South Asia","PAK",1,0
"Pakistan",2008,89.383,3766.082,4213.413,"South Asia","PAK",1,0
"Pakistan",2009,88.793,3705.863,4173.606,"South Asia","PAK",1,0
"Pakistan",2010,88.528,3629.346,4099.672,"South Asia","PAK",1,0
"Pakistan",2011,87.812,3519.848,4008.38,"South Asia","PAK",1,0
"Pakistan",2012,94.919,3475.829,3661.881,"South Asia","PAK",1,0
"Pakistan",2013,81.687,3419.121,4185.638,"South Asia","PAK",1,0
"Pakistan",2014,87.558,3454.017,3944.827,"South Asia","PAK",1,0
"Pakistan",2015,87.877,3577.26,4070.761,"South Asia","PAK",1,0
"Pakistan",2016,87.825,3818.055,4347.326,"South Asia","PAK",1,0
"Pakistan",2017,88.656,3992.223,4503.049,"South Asia","PAK",1,1
"Pakistan",2018,88.662,4035.579,4551.648,"South Asia","PAK",1,1
"Pakistan",2019,86.979,3972.238,4566.901,"South Asia","PAK",1,1
"Peru",2005,69.491,4036.056,5808.023,"Latin America & Caribbean","PER",0,0
"Peru",2006,66.75,3873.533,5803.033,"Latin America & Caribbean","PER",0,0
"Peru",2007,69.813,4406.05,6311.251,"Latin America & Caribbean","PER",0,0
"Peru",2008,72.682,4910.815,6756.58,"Latin America & Caribbean","PER",0,0
"Peru",2009,72.037,4947.978,6868.653,"Latin America & Caribbean","PER",0,0
"Peru",2010,74.727,5736.938,7677.239,"Latin America & Caribbean","PER",0,0
"Peru",2011,76.123,6543.831,8596.346,"Latin America & Caribbean","PER",0,0
"Peru",2012,75.441,6510.341,8629.682,"Latin America & Caribbean","PER",1,0
"Peru",2013,75.34,6597.295,8756.718,"Latin America & Caribbean","PER",1,0
"Peru",2014,75.626,6697.107,8855.557,"Latin America & Caribbean","PER",1,0
"Peru",2015,75.781,7056.725,9312.026,"Latin America & Caribbean","PER",1,0
"Peru",2016,77.031,7508.974,9748.041,"Latin America & Caribbean","PER",1,0
"Peru",2017,72.427,6958.024,9606.984,"Latin America & Caribbean","PER",1,0
"Peru",2018,71.708,7104.728,9907.861,"Latin America & Caribbean","PER",1,0
"Peru",2019,71.207,7066.682,9924.199,"Latin America & Caribbean","PER",1,1
"Philippines",2005,84.222,3046.137,3616.81,"East Asia & Pacific","PHL",0,0
"Philippines",2006,81.93,2822.687,3445.228,"East Asia & Pacific","PHL",0,0
"Philippines",2007,84,2959.831,3523.595,"East Asia & Pacific","PHL",0,0
"Philippines",2008,83.066,2974.241,3580.558,"East Asia & Pacific","PHL",1,0
"Philippines",2009,83.167,2959.912,3558.993,"East Asia & Pacific","PHL",1,0
"Philippines",2010,85.557,3087.354,3608.538,"East Asia & Pacific","PHL",1,0
"Philippines",2011,84.372,3051.841,3617.133,"East Asia & Pacific","PHL",1,0
"Philippines",2012,84.054,3085.479,3670.817,"East Asia & Pacific","PHL",1,0
"Philippines",2013,85.611,3313.041,3869.857,"East Asia & Pacific","PHL",1,0
"Philippines",2014,86.366,3458.631,4004.631,"East Asia & Pacific","PHL",1,0
"Philippines",2015,86.837,3752.183,4320.974,"East Asia & Pacific","PHL",1,0
"Philippines",2016,87.37,4061.532,4648.659,"East Asia & Pacific","PHL",1,0
"Philippines",2017,87.942,4419.328,5025.291,"East Asia & Pacific","PHL",1,0
"Philippines",2018,88.236,4495.219,5094.519,"East Asia & Pacific","PHL",1,1
"Philippines",2019,88.331,4593.292,5200.079,"East Asia & Pacific","PHL",1,1
"Poland",2005,98.971,27424.768,27709.977,"Europe & Central Asia","POL",0,0
"Poland",2006,98.875,28759.339,29086.586,"Europe & Central Asia","POL",0,0
"Poland",2007,98.598,28587.452,28993.839,"Europe & Central Asia","POL",0,0
"Poland",2008,98.002,28894.171,29483.221,"Europe & Central Asia","POL",0,0
"Poland",2009,97.241,27641.039,28425.395,"Europe & Central Asia","POL",0,0
"Poland",2010,96.908,29373.856,30311.204,"Europe & Central Asia","POL",0,0
"Poland",2011,96.4,29396.781,30494.54,"Europe & Central Asia","POL",0,0
"Poland",2012,95.379,28243.827,29612.118,"Europe & Central Asia","POL",0,0
"Poland",2013,95.393,28379.488,29749.993,"Europe & Central Asia","POL",1,0
"Poland",2014,94.631,27152.658,28693.19,"Europe & Central Asia","POL",1,0
"Poland",2015,94.11,27326.361,29036.679,"Europe & Central Asia","POL",1,1
"Poland",2016,94.576,28704.653,30350.815,"Europe & Central Asia","POL",1,1
"Poland",2017,94.374,29806.454,31583.28,"Europe & Central Asia","POL",1,1
"Poland",2018,94.306,30278.314,32106.322,"Europe & Central Asia","POL",1,1
"Poland",2019,93.263,29243.099,31355.418,"Europe & Central Asia","POL",1,1
"Portugal",2005,92.496,25966.697,28073.391,"Europe & Central Asia","PRT",0,0
"Portugal",2006,85.377,23606.353,27649.613,"Europe & Central Asia","PRT",0,0
"Portugal",2007,84.837,23561.033,27772.076,"Europe & Central Asia","PRT",0,0
"Portugal",2008,85.805,22965.103,26764.42,"Europe & Central Asia","PRT",0,0
"Portugal",2009,82.262,22134.061,26906.628,"Europe & Central Asia","PRT",0,0
"Portugal",2010,74.023,20905.498,28241.897,"Europe & Central Asia","PRT",0,0
"Portugal",2011,76.882,20787.133,27037.609,"Europe & Central Asia","PRT",1,0
"Portugal",2012,79.656,19770.16,24819.293,"Europe & Central Asia","PRT",1,0
"Portugal",2013,72.451,19752.226,27262.918,"Europe & Central Asia","PRT",1,0
"Portugal",2014,70.933,19568.951,27588.124,"Europe & Central Asia","PRT",1,0
"Portugal",2015,76.995,21221.614,27562.39,"Europe & Central Asia","PRT",1,0
"Portugal",2016,71.939,20957.595,29132.501,"Europe & Central Asia","PRT",1,0
"Portugal",2017,80.091,23225.223,28998.655,"Europe & Central Asia","PRT",1,0
"Portugal",2018,74.476,21723.837,29169.073,"Europe & Central Asia","PRT",1,0
"Portugal",2019,75.546,21400.891,28328.318,"Europe & Central Asia","PRT",1,0
"Qatar",2005,100,259410.061,259410.061,"Middle East & North Africa","QAT",0,0
"Qatar",2006,100,231087.521,231087.521,"Middle East & North Africa","QAT",0,0
"Qatar",2007,100,212247.157,212247.157,"Middle East & North Africa","QAT",0,0
"Qatar",2008,100,198947.266,198947.266,"Middle East & North Africa","QAT",0,0
"Qatar",2009,100,174526.663,174526.663,"Middle East & North Africa","QAT",1,0
"Qatar",2010,100,181044.002,181044.002,"Middle East & North Africa","QAT",1,0
"Qatar",2011,99.923,190849.442,190997.01,"Middle East & North Africa","QAT",1,0
"Qatar",2012,99.932,200840.555,200976.542,"Middle East & North Africa","QAT",1,0
"Qatar",2013,99.936,202979.058,203108.982,"Middle East & North Africa","QAT",1,0
"Qatar",2014,99.939,207250.941,207376.531,"Middle East & North Africa","QAT",1,1
"Qatar",2015,99.946,221514.063,221633.7,"Middle East & North Africa","QAT",1,1
"Qatar",2016,99.944,208732.306,208849.051,"Middle East & North Africa","QAT",1,1
"Qatar",2017,99.942,195860.23,195973.265,"Middle East & North Africa","QAT",1,1
"Qatar",2018,99.945,198692.968,198803.039,"Middle East & North Africa","QAT",1,1
"Qatar",2019,99.946,198310.388,198418.117,"Middle East & North Africa","QAT",1,1
"Romania",2005,84.749,17983.492,21219.833,"Europe & Central Asia","ROU",0,0
"Romania",2006,86.182,18837.679,21857.943,"Europe & Central Asia","ROU",0,0
"Romania",2007,85.833,18281.368,21298.695,"Europe & Central Asia","ROU",0,0
"Romania",2008,82.993,17884.178,21549.101,"Europe & Central Asia","ROU",0,0
"Romania",2009,81.257,15434.396,18994.459,"Europe & Central Asia","ROU",0,0
"Romania",2010,78.575,15155.112,19287.348,"Europe & Central Asia","ROU",0,0
"Romania",2011,81.513,16242.485,19926.163,"Europe & Central Asia","ROU",0,0
"Romania",2012,82.031,15808.015,19270.679,"Europe & Central Asia","ROU",1,0
"Romania",2013,77.185,13901.077,18010.158,"Europe & Central Asia","ROU",1,0
"Romania",2014,74.696,14000.409,18743.192,"Europe & Central Asia","ROU",1,0
"Romania",2015,74.133,14038.996,18937.68,"Europe & Central Asia","ROU",1,0
"Romania",2016,73.733,14055.363,19062.626,"Europe & Central Asia","ROU",1,0
"Romania",2017,75.869,14832.639,19550.344,"Europe & Central Asia","ROU",1,0
"Romania",2018,75.26,15102.685,20067.332,"Europe & Central Asia","ROU",1,0
"Romania",2019,75.623,14871.376,19665.135,"Europe & Central Asia","ROU",1,0
"Russia",2005,88.38,45927.729,51965.965,"Europe & Central Asia","RUS",0,0
"Russia",2006,88.668,48161.189,54316.542,"Europe & Central Asia","RUS",1,0
"Russia",2007,88.556,48435.673,54694.896,"Europe & Central Asia","RUS",1,0
"Russia",2008,88.988,48896.424,54947.316,"Europe & Central Asia","RUS",1,0
"Russia",2009,88.132,45979.679,52171.609,"Europe & Central Asia","RUS",1,0
"Russia",2010,88.686,48065.061,54197.161,"Europe & Central Asia","RUS",1,0
"Russia",2011,89.141,49824.567,55893.921,"Europe & Central Asia","RUS",1,0
"Russia",2012,89.073,49797.088,55905.837,"Europe & Central Asia","RUS",1,0
"Russia",2013,88.59,48777.447,55059.972,"Europe & Central Asia","RUS",1,0
"Russia",2014,88.672,48877.664,55122.079,"Europe & Central Asia","RUS",1,0
"Russia",2015,88.206,47555.616,53914.33,"Europe & Central Asia","RUS",1,0
"Russia",2016,87.966,48373.099,54990.735,"Europe & Central Asia","RUS",1,0
"Russia",2017,87.858,48417.978,55109.15,"Europe & Central Asia","RUS",1,1
"Russia",2018,88.186,50488.899,57252.662,"Europe & Central Asia","RUS",1,1
"Russia",2019,87.881,49878.388,56756.466,"Europe & Central Asia","RUS",1,1
"Saudi Arabia",2005,100,76188.749,76188.749,"Middle East & North Africa","SAU",0,0
"Saudi Arabia",2006,100,76898.453,76898.453,"Middle East & North Africa","SAU",0,0
"Saudi Arabia",2007,100,78054.698,78054.698,"Middle East & North Africa","SAU",0,0
"Saudi Arabia",2008,100,82802.329,82802.391,"Middle East & North Africa","SAU",0,0
"Saudi Arabia",2009,100,84842.615,84842.675,"Middle East & North Africa","SAU",1,0
"Saudi Arabia",2010,100,90324.139,90324.528,"Middle East & North Africa","SAU",1,0
"Saudi Arabia",2011,99.999,90445.989,90446.444,"Middle East & North Africa","SAU",1,0
"Saudi Arabia",2012,99.998,92966.938,92969.021,"Middle East & North Africa","SAU",1,0
"Saudi Arabia",2013,99.996,90562.84,90566.168,"Middle East & North Africa","SAU",1,0
"Saudi Arabia",2014,99.996,94357.848,94361.321,"Middle East & North Africa","SAU",1,0
"Saudi Arabia",2015,99.989,94872.24,94882.544,"Middle East & North Africa","SAU",1,0
"Saudi Arabia",2016,99.989,93973.664,93983.678,"Middle East & North Africa","SAU",1,0
"Saudi Arabia",2017,99.987,92349.729,92361.458,"Middle East & North Africa","SAU",1,1
"Saudi Arabia",2018,99.969,89877.206,89905.309,"Middle East & North Africa","SAU",1,1
"Saudi Arabia",2019,99.856,89323.243,89451.938,"Middle East & North Africa","SAU",1,1
"Singapore",2005,99.766,128390.147,128691.329,"East Asia & Pacific","SGP",0,0
"Singapore",2006,99.79,136942.554,137230.231,"East Asia & Pacific","SGP",0,0
"Singapore",2007,99.798,141361.823,141648.163,"East Asia & Pacific","SGP",0,0
"Singapore",2008,99.801,144190.166,144478.22,"East Asia & Pacific","SGP",1,0
"Singapore",2009,99.813,149125.772,149405.008,"East Asia & Pacific","SGP",1,0
"Singapore",2010,99.807,155134.304,155434.242,"East Asia & Pacific","SGP",1,0
"Singapore",2011,99.809,157222.94,157523.282,"East Asia & Pacific","SGP",1,0
"Singapore",2012,99.801,154788.476,155097.388,"East Asia & Pacific","SGP",1,0
"Singapore",2013,99.784,155702.35,156039.524,"East Asia & Pacific","SGP",1,0
"Singapore",2014,99.777,158086.877,158440.836,"East Asia & Pacific","SGP",1,0
"Singapore",2015,99.766,166102.578,166492.095,"East Asia & Pacific","SGP",1,0
"Singapore",2016,99.768,170491.59,170887.453,"East Asia & Pacific","SGP",1,0
"Singapore",2017,99.775,174240.389,174633.547,"East Asia & Pacific","SGP",1,1
"Singapore",2018,99.777,173539.363,173926.906,"East Asia & Pacific","SGP",1,1
"Singapore",2019,99.761,169480.302,169886.083,"East Asia & Pacific","SGP",1,1
"Slovakia",2005,73.111,30245.935,41370.148,"Europe & Central Asia","SVK",0,0
"Slovakia",2006,71.62,28575.71,39898.806,"Europe & Central Asia","SVK",0,0
"Slovakia",2007,73.179,27385.457,37422.711,"Europe & Central Asia","SVK",0,0
"Slovakia",2008,72.689,28149.667,38726.074,"Europe & Central Asia","SVK",0,0
"Slovakia",2009,73.221,25807.135,35245.335,"Europe & Central Asia","SVK",0,0
"Slovakia",2010,73.249,27473.142,37506.643,"Europe & Central Asia","SVK",0,0
"Slovakia",2011,71.989,25937.04,36029.275,"Europe & Central Asia","SVK",0,0
"Slovakia",2012,70.679,24427.31,34561.021,"Europe & Central Asia","SVK",0,0
"Slovakia",2013,70.045,24774.245,35369.25,"Europe & Central Asia","SVK",0,0
"Slovakia",2014,67.994,22373.361,32904.985,"Europe & Central Asia","SVK",0,0
"Slovakia",2015,69.023,22895.916,33171.6,"Europe & Central Asia","SVK",0,0
"Slovakia",2016,69.499,23124.719,33273.469,"Europe & Central Asia","SVK",0,0
"Slovakia",2017,70.889,24917.954,35150.55,"Europe & Central Asia","SVK",0,0
"Slovakia",2018,71.867,24839.601,34563.497,"Europe & Central Asia","SVK",0,0
"Slovakia",2019,69.798,23353.25,33458.196,"Europe & Central Asia","SVK",0,0
"Slovenia",2005,69.791,29452.624,42200.881,"Europe & Central Asia","SVN",0,0
"Slovenia",2006,70.877,30080.2,42439.93,"Europe & Central Asia","SVN",0,0
"Slovenia",2007,71.322,29963.192,42011.379,"Europe & Central Asia","SVN",0,0
"Slovenia",2008,69.468,31743.759,45695.764,"Europe & Central Asia","SVN",0,0
"Slovenia",2009,66.82,28014.376,41925.357,"Europe & Central Asia","SVN",0,0
"Slovenia",2010,67.629,28287.435,41827.531,"Europe & Central Asia","SVN",0,0
"Slovenia",2011,67.991,27525.724,40484.283,"Europe & Central Asia","SVN",0,0
"Slovenia",2012,67.765,26544.907,39172.019,"Europe & Central Asia","SVN",0,0
"Slovenia",2013,65.666,25346.296,38598.664,"Europe & Central Asia","SVN",0,0
"Slovenia",2014,58.804,23161.963,39388.466,"Europe & Central Asia","SVN",0,0
"Slovenia",2015,65.182,23189.789,35576.905,"Europe & Central Asia","SVN",0,0
"Slovenia",2016,65.296,24778.819,37948.446,"Europe & Central Asia","SVN",0,0
"Slovenia",2017,65.923,25290.175,38362.979,"Europe & Central Asia","SVN",0,0
"Slovenia",2018,65.21,25478.823,39071.931,"Europe & Central Asia","SVN",0,0
"Slovenia",2019,64.312,24082.503,37446.178,"Europe & Central Asia","SVN",0,0
"South Africa",2005,97.291,26390.789,27125.54,"Sub-Saharan Africa","ZAF",0,0
"South Africa",2006,97.305,26586.187,27322.642,"Sub-Saharan Africa","ZAF",0,0
"South Africa",2007,97.14,26901.955,27693.921,"Sub-Saharan Africa","ZAF",0,0
"South Africa",2008,97.328,28516.274,29299.118,"Sub-Saharan Africa","ZAF",0,0
"South Africa",2009,97.338,28046.815,28813.943,"Sub-Saharan Africa","ZAF",0,0
"South Africa",2010,97.315,27911.996,28682.125,"Sub-Saharan Africa","ZAF",0,0
