"iso","country","year_investment","sector","subsector","investor","region","share_size","bri","gdp","investment","investments_share_percent_gdp"
"KHM","Cambodia",2013,"Energy","Hydro","Huaneng Power","East Asia & Pacific","0.51",0,15227991395.2201,4.1e+08,2.69241024215902
"KHM","Cambodia",2016,"Energy",NA,"China National Machinery Industry (Sinomach)","East Asia & Pacific",NA,1,20016747754.0192,2.2e+08,1.09907964422355
"KHM","Cambodia",2017,"Energy","Alternative","Hengtong Group","East Asia & Pacific",NA,1,22177200511.5811,7.6e+08,3.42694290743831
"KHM","Cambodia",2019,"Energy",NA,"China Energy Engineering, China National Machinery Industry (Sinomach)","East Asia & Pacific","0.5",1,27089389786.979,1.38e+09,5.09424542542971
"KHM","Cambodia",2020,"Energy","Coal","Sinosteel","East Asia & Pacific",NA,1,25808561550.9514,6.7e+08,2.59603774769579
"KOR","South Korea",2013,"Energy","Oil","China National Aviation Fuel","East Asia & Pacific","0.26",0,1370795199976.18,1.3e+08,0.00948354648471624
"KWT","Kuwait",2007,"Transport","Shipping","China Communications Construction","Middle East & North Africa",NA,0,114639690358.902,4.1e+08,0.35764227791999
"KWT","Kuwait",2009,"Energy","Oil","China Petroleum and Chemical (Sinopec)","Middle East & North Africa",NA,0,105963168867.269,5.1e+08,0.481299309422157
"KWT","Kuwait",2014,"Energy","Alternative","China National Machinery Industry (Sinomach)","Middle East & North Africa",NA,0,162631412508.784,1e+08,0.0614887360672704
"KWT","Kuwait",2015,"Energy","Oil","China Petroleum and Chemical (Sinopec)","Middle East & North Africa","0.4",0,114567298105.683,1.7e+09,1.48384401841425
"KWT","Kuwait",2016,"Energy","Gas","Power Construction Corp. (PowerChina)","Middle East & North Africa",NA,0,109419728566.7,2.1e+08,0.191921514292542
"KWT","Kuwait",2018,"Energy","Oil","China Petroleum and Chemical (Sinopec)","Middle East & North Africa",NA,1,138182400331.126,1.85e+09,1.33881014917012
"LAO","Laos",2005,"Energy","Hydro","China North Industries (Norinco)","East Asia & Pacific",NA,0,2735558726.25625,1.2e+08,4.38667241350823
"LAO","Laos",2006,"Energy","Hydro","China Three Gorges","East Asia & Pacific","0.9",0,3455031447.60194,1.4e+08,4.05206152601508
"LAO","Laos",2007,"Energy","Hydro","Sinohydro","East Asia & Pacific",NA,0,4223152219.2439,3.7e+08,8.76122812514306
"LAO","Laos",2009,"Energy","Hydro","Gezhouba","East Asia & Pacific",NA,0,5836138127.06562,2.1e+08,3.59826987346489
"LAO","Laos",2010,"Energy",NA,"China Three Gorges","East Asia & Pacific",NA,0,7131773632.71369,2.95e+09,41.36418445011
"LAO","Laos",2012,"Energy","Hydro","China Three Gorges","East Asia & Pacific",NA,0,10192848926.2582,7.4e+08,7.2599918369599
"LAO","Laos",2013,"Energy",NA,"Southern Power Grid","East Asia & Pacific",NA,0,11983252611.2727,1.33e+09,11.0988230253017
"LAO","Laos",2014,"Energy","Hydro","Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,0,13279248478.8161,2.9e+08,2.18385852529702
"LAO","Laos",2015,"Energy","Hydro","Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,0,14426381187.0894,3.22e+09,22.3202198683179
"LAO","Laos",2016,"Energy",NA,"Jiangsu Yongding, China National Machinery Industry (Sinomach)","East Asia & Pacific",NA,1,15912495368.8717,5.83e+09,36.6378739779855
"LAO","Laos",2017,"Energy","Hydro","State Development and Investment Corp","East Asia & Pacific",NA,1,17071162084.4067,6e+08,3.51469921633547
"LAO","Laos",2018,"Energy","Hydro","Hebei Construction","East Asia & Pacific",NA,1,18141651381.3884,5.02e+09,27.671130342357
"LAO","Laos",2019,"Energy","Alternative","China National Machinery Industry (Sinomach)","East Asia & Pacific",NA,1,18897252232.5826,3.5e+08,1.85212112159106
"LAO","Laos",2020,"Energy","Hydro","Power Construction Corp. (PowerChina), China Energy Engineering","East Asia & Pacific",NA,1,19132635711.6957,2.86e+09,14.9482802217976
"LBR","Liberia",2014,"Energy","Oil","China Energy Engineering","Sub-Saharan Africa",NA,0,3225652000,1.6e+08,4.96023749617132
"LBY","Libya",2008,"Transport","Rail","China Railway Construction","Middle East & North Africa",NA,0,87140405361.2292,2.6e+09,2.98369050410316
"LKA","Sri Lanka",2006,"Energy","Coal","China National Machinery Industry (Sinomach)","South Asia",NA,0,28279814924.5918,4.6e+08,1.62660187567207
"LKA","Sri Lanka",2007,"Transport","Shipping","Sinohydro, China Communications Construction","South Asia",NA,0,32350248410.8216,3.6e+08,1.11281989377112
"LKA","Sri Lanka",2009,"Energy","Coal","China General Technology (Genertec)","South Asia",NA,0,42066217871.5349,8.9e+08,2.11571195375337
"LKA","Sri Lanka",2010,"Transport","Rail","China General Technology (Genertec)","South Asia",NA,0,56725749221.9043,2.8e+08,0.493603000120234
"LKA","Sri Lanka",2011,"Transport","Shipping","China Communications Construction","South Asia",NA,0,65292753005.4665,8.1e+08,1.24056646827587
"LKA","Sri Lanka",2014,"Transport","Rail","China General Technology (Genertec)","South Asia",NA,1,79356449840.5771,6e+08,0.756082210337494
"LKA","Sri Lanka",2016,"Energy","Hydro","Power Construction Corp. (PowerChina)","South Asia",NA,1,82401038709.5356,1.2e+08,0.145629232203008
"LKA","Sri Lanka",2018,"Transport","Shipping","China Merchants Group","South Asia","0.7",1,87963042340.8379,1.12e+09,1.27326200890169
"LKA","Sri Lanka",2019,"Energy","Hydro","China Energy Engineering","South Asia",NA,1,83990946939.4651,2.9e+08,0.345275307122102
"LVA","Latvia",2016,"Transport","Shipping","China Communications Construction","Europe & Central Asia",NA,1,28064533352.2849,1.1e+08,0.391953782445644
"MAR","Morocco",2008,"Transport","Rail","China Railway Engineering","Middle East & North Africa",NA,0,92507257783.5697,2.6e+08,0.281059028480011
"MAR","Morocco",2013,"Energy","Coal","Power Construction Corp. (PowerChina)","Middle East & North Africa",NA,0,106825649872.108,3.6e+08,0.336997715839775
"MAR","Morocco",2017,"Energy","Alternative","China Railway Engineering, Power Construction Corp. (PowerChina)","Middle East & North Africa",NA,1,109682728023.112,2.3e+08,0.209695732541896
"MDA","Moldova",2018,"Energy","Gas","China National Machinery Industry (Sinomach)","Europe & Central Asia",NA,0,11456728401.3069,3.5e+08,3.05497335487219
"MDG","Madagascar",2009,"Energy","Hydro","China National Machinery Industry (Sinomach)","Sub-Saharan Africa",NA,0,9616879571.44509,1.4e+08,1.45577366296335
"MDG","Madagascar",2011,"Energy","Oil","China National Petroleum Corp. (CNPC)","Sub-Saharan Africa","0.51",0,11551819617.6416,1.5e+08,1.29849673008159
"MDG","Madagascar",2016,"Energy","Hydro","Power Construction Corp. (PowerChina)","Sub-Saharan Africa",NA,0,11848613735.1908,2.7e+08,2.27874759051424
"MDG","Madagascar",2019,"Transport","Shipping","China Communications Construction","Sub-Saharan Africa",NA,1,14104664514.87,1.22e+09,8.6496208308521
"MEX","Mexico",2013,"Energy","Oil","China Petroleum and Chemical (Sinopec)","Latin America & Caribbean",NA,0,1274443084716.57,2.8e+08,0.021970380894826
"MEX","Mexico",2016,"Energy","Alternative","Envision Energy","Latin America & Caribbean","0.5",0,1078490651625.31,1.21e+09,0.112193832943893
"MEX","Mexico",2019,"Energy","Alternative","Risen Energy","Latin America & Caribbean",NA,0,1269433932805.91,4.1e+08,0.0322978604403422
"MLI","Mali",2009,"Energy","Hydro","Sinohydro","Sub-Saharan Africa",NA,0,10232036863.4247,6.9e+08,6.74352535286952
"MLI","Mali",2015,"Transport","Rail","China Railway Construction","Sub-Saharan Africa",NA,0,13104764333.9941,1.57e+09,11.9803756861722
"MLT","Malta",2014,"Energy",NA,"China Power Investment","Middle East & North Africa","0.33",0,11626281387.0068,4.4e+08,3.78452907988045
"MMR","Myanmar (Burma)",2005,"Energy","Hydro","China International Trust and Investment (CITIC), Sinohydro","East Asia & Pacific",NA,0,10588433068.8549,1.3e+08,1.22775484488244
"MMR","Myanmar (Burma)",2009,"Energy","Hydro","Huaneng Power","East Asia & Pacific","0.93",0,29455165594.6859,1.45e+09,4.9227358622
"MMR","Myanmar (Burma)",2011,"Transport","Shipping","China Communications Construction","East Asia & Pacific",NA,0,54118601974.7947,2.1e+08,0.388036631282171
"MMR","Myanmar (Burma)",2014,"Energy","Oil","China National Off-shore Oil (CNOOC)","East Asia & Pacific",NA,0,63264891867.054,3.7e+08,0.584842539172476
"MMR","Myanmar (Burma)",2016,"Energy","Gas","Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,0,60291738934.7783,2.33e+09,3.86454270712032
"MMR","Myanmar (Burma)",2017,"Energy",NA,"State Grid","East Asia & Pacific",NA,1,61449391917.1299,1.3e+08,0.211556202501266
"MMR","Myanmar (Burma)",2018,"Energy","Gas","Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,1,67144726167.9303,1.23e+09,1.8318639008576
"MMR","Myanmar (Burma)",2019,"Transport","Shipping","China National Machinery Industry (Sinomach)","East Asia & Pacific",NA,1,68697761477.1818,2.1e+08,0.305686816403402
"MNE","Montenegro",2017,"Energy","Alternative","State Power Investment Corporation","Europe & Central Asia",NA,1,4844592066.71174,1e+08,2.06415728348156
"MNG","Mongolia",2005,"Energy","Oil","China Investment Corporation (CIC), Beijing Jingdeshun","East Asia & Pacific",NA,0,2523471532.01083,2e+08,7.92558970699502
"MNG","Mongolia",2009,"Energy","Coal","China Investment Corporation (CIC)","East Asia & Pacific","0.13",0,4583850367.88972,7.5e+08,16.3617906302923
"MNG","Mongolia",2011,"Energy","Coal","Shenhua","East Asia & Pacific","0.21",0,10409797649.3063,1.01e+09,9.7023980102755
"MNG","Mongolia",2015,"Energy","Coal","Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,0,11619892396.0767,1.5e+09,12.9088975084352
"MNG","Mongolia",2016,"Energy","Hydro","China Energy Engineering","East Asia & Pacific","1",0,11181350461.4723,1e+08,0.894346352388927
"MNG","Mongolia",2017,"Energy",NA,"Tebian Electric Apparatus (TBEA)","East Asia & Pacific",NA,1,11480847745.3187,2.2e+08,1.91623480147365
"MNG","Mongolia",2018,"Energy","Coal","Henan Senyuan","East Asia & Pacific",NA,1,13178094459.4548,1.8e+08,1.36590309436473
"MNG","Mongolia",2019,"Energy","Coal","Sinosteel","East Asia & Pacific",NA,1,14206359006.8095,5.7e+08,4.01228773485721
"MOZ","Mozambique",2011,"Energy","Gas","Beijing Urban Construction","Sub-Saharan Africa",NA,0,14381552432.9494,2.8e+08,1.94693863062026
"MOZ","Mozambique",2012,"Transport","Shipping","China Communications Construction","Sub-Saharan Africa",NA,0,16350804543.0515,7e+08,4.28113490169188
"MOZ","Mozambique",2013,"Energy","Gas","China National Petroleum Corp. (CNPC)","Sub-Saharan Africa","0.28999999999999998",0,16974320551.0213,4.21e+09,24.8021709460806
"MOZ","Mozambique",2014,"Energy",NA,"China National Machinery Industry (Sinomach)","Sub-Saharan Africa",NA,0,17716084107.5888,6.1e+08,3.44319882596799
"MOZ","Mozambique",2015,"Energy",NA,"China Communications Construction","Sub-Saharan Africa",NA,0,15950969018.9458,1.9e+08,1.19115020394264
"MOZ","Mozambique",2017,"Transport",NA,"China National Machinery Industry (Sinomach)","Sub-Saharan Africa","0.5",0,13219084261.3664,1.19e+09,9.00213642996323
"MRT","Mauritania",2008,"Transport","Shipping","China Communications Construction","Sub-Saharan Africa",NA,0,5206444406.66154,2.9e+08,5.57002010103
"MRT","Mauritania",2010,"Transport","Shipping","Sinohydro","Sub-Saharan Africa",NA,0,5628882266.37767,1e+08,1.77655163614485
"MUS","Mauritius",2011,"Energy","Hydro","China Three Gorges","Sub-Saharan Africa",NA,0,11518393367.2403,1.1e+08,0.954994299056093
"MWI","Malawi",2012,"Energy","Coal","China Energy Engineering","Sub-Saharan Africa",NA,0,6028487928.83351,5e+08,8.29395373935414
"MWI","Malawi",2015,"Energy","Hydro","Sinosteel","Sub-Saharan Africa",NA,0,6373212640.84604,2.1e+08,3.29504147804682
"MYS","Malaysia",2008,"Energy",NA,"Sinohydro","East Asia & Pacific",NA,0,230813897715.69,1.15e+09,0.49823689621001
"MYS","Malaysia",2010,"Energy","Hydro","Sinohydro","East Asia & Pacific",NA,0,255016609232.871,7.7e+08,0.301941117606527
"MYS","Malaysia",2011,"Energy","Coal","China General Technology (Genertec)","East Asia & Pacific","0.5",0,297951960784.314,8.3e+08,0.278568396668761
"MYS","Malaysia",2012,"Transport","Rail","China South Locomotive","East Asia & Pacific","1",0,314443149443.149,3.3e+08,0.104947428679684
"MYS","Malaysia",2013,"Energy","Alternative","Comtec Solar","East Asia & Pacific","1",0,323277158906.979,1.43e+09,0.442344892177017
"MYS","Malaysia",2014,"Energy","Coal","Shanghai Electric","East Asia & Pacific",NA,0,338061963396.376,1.57e+09,0.464411903731146
"MYS","Malaysia",2015,"Transport","Shipping","China Communications Construction","East Asia & Pacific",NA,0,301354803994.367,5.91e+09,1.96114345006774
"MYS","Malaysia",2016,"Energy","Alternative","Xian Longi","East Asia & Pacific","1",0,301255380276.258,8.3e+08,0.275513751568145
"MYS","Malaysia",2017,"Energy","Hydro","China Energy Engineering","East Asia & Pacific","0.7",1,319112136545.438,7.4e+08,0.23189340524961
"MYS","Malaysia",2018,"Transport","Rail","China Communications Construction","East Asia & Pacific",NA,1,358791603677.728,4.48e+09,1.24863568547273
"MYS","Malaysia",2019,"Energy","Hydro","Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,1,365276282438.141,2.5e+08,0.0684413448174909
"MYS","Malaysia",2020,"Energy","Alternative","Risen Energy","East Asia & Pacific",NA,1,337006066373.26,3.2e+08,0.0949537803410267
"NAM","Namibia",2014,"Transport","Shipping","China Communications Construction","Sub-Saharan Africa",NA,0,12435416060.2791,3.6e+08,2.89495742044292
"NER","Niger",2010,"Energy","Oil","China National Petroleum Corp. (CNPC)","Sub-Saharan Africa","1",0,7851191899.3408,4.99e+09,63.5572288128503
"NER","Niger",2013,"Energy","Oil","Power Construction Corp. (PowerChina)","Sub-Saharan Africa",NA,0,10224897934.722,1.3e+08,1.27140633412625
"NER","Niger",2019,"Energy","Oil","China National Petroleum Corp. (CNPC)","Sub-Saharan Africa",NA,1,12916455161.1081,1.48e+09,11.4582521406983
"NER","Niger",2020,"Energy","Hydro","China Energy Engineering","Sub-Saharan Africa",NA,1,13741378450.136,1.1e+08,0.800501932169049
"NGA","Nigeria",2006,"Energy",NA,"China Power Energy Consulting","Sub-Saharan Africa",NA,0,236103982431.635,2.38e+09,1.00803043450957
"NGA","Nigeria",2008,"Transport","Shipping","China Communications Construction","Sub-Saharan Africa",NA,0,339476215683.592,1.26e+09,0.371160022937919
"NGA","Nigeria",2009,"Transport","Rail","China Railway Construction","Sub-Saharan Africa",NA,0,295008767295.038,8.5e+08,0.288127030187518
"NGA","Nigeria",2012,"Transport","Rail","China Energy Engineering","Sub-Saharan Africa",NA,0,455501524575.498,2.79e+09,0.61251167108609
"NGA","Nigeria",2013,"Energy",NA,"China National Machinery Industry (Sinomach)","Sub-Saharan Africa",NA,0,508692961937.492,1.91e+09,0.375472071153738
"NGA","Nigeria",2015,"Energy",NA,"Power Construction Corp. (PowerChina)","Sub-Saharan Africa",NA,0,486803295097.89,5.8e+08,0.119144633128124
"NGA","Nigeria",2016,"Energy","Gas","China National Machinery Industry (Sinomach)","Sub-Saharan Africa",NA,0,404650006428.613,1.83e+09,0.452242671673562
"NGA","Nigeria",2017,"Transport","Rail","China Railway Construction","Sub-Saharan Africa",NA,0,375746469538.666,3.13e+09,0.833008492093872
"NGA","Nigeria",2018,"Transport","Shipping","China Communications Construction","Sub-Saharan Africa",NA,1,397190484464.308,1.9e+09,0.478359898919164
"NGA","Nigeria",2019,"Transport","Shipping","China Railway Construction","Sub-Saharan Africa","1",1,448120428858.769,8.24e+09,1.83879142064218
"NGA","Nigeria",2020,"Transport","Rail","China Railway Construction","Sub-Saharan Africa",NA,1,432293776262.398,2.45e+09,0.566744222223749
"NIC","Nicaragua",2012,"Energy","Oil","China National Machinery Industry (Sinomach)","Latin America & Caribbean",NA,0,10532006608.1447,2.3e+08,2.18381936659757
"NLD","Netherlands",2007,"Transport","Shipping","China Ocean Shipping (COSCO)","Europe & Central Asia","0.8",0,847481522036.682,1.4e+08,0.016519534215159
"NLD","Netherlands",2008,"Energy",NA,"State Administration of Foreign Exchange (SAFE)","Europe & Central Asia","0.01",0,947997656364.435,1.24e+09,0.13080201113106
"NLD","Netherlands",2019,"Transport","Shipping","China Merchants Group","Europe & Central Asia","1",0,910194347568.626,4.2e+08,0.0461439912390066
"NOR","Norway",2008,"Energy","Oil","China National Off-shore Oil (CNOOC)","Europe & Central Asia","1",0,4.6225e+11,2.49e+09,0.538669551108707
"NOR","Norway",2010,"Transport","Shipping","HNA","Europe & Central Asia",NA,0,428757038466.841,3.8e+08,0.0886282826653558
"NOR","Norway",2014,"Energy","Alternative","China National Chemical (ChemChina)","Europe & Central Asia","1",0,498410050251.256,6.4e+08,0.128408325569953
"NPL","Nepal",2010,"Energy","Hydro","Sinohydro","South Asia",NA,0,16002656434.4746,1.8e+08,1.1248132504565
"NPL","Nepal",2011,"Energy","Hydro","Sinohydro","South Asia","0.9",0,21621710002.5111,1.4e+08,0.647497353279369
"NPL","Nepal",2013,"Energy","Hydro","China Energy Engineering","South Asia",NA,0,22162208956.0893,1.3e+08,0.5865841273204
"NPL","Nepal",2014,"Energy","Hydro","China Three Gorges","South Asia",NA,0,22731602969.6861,1e+08,0.439916182476686
"NPL","Nepal",2018,"Energy","Hydro","Power Construction Corp. (PowerChina)","South Asia",NA,1,33111525182.7133,3.2e+08,0.966430867301347
"NPL","Nepal",2019,"Energy","Hydro","China Communications Construction","South Asia",NA,1,34186180694.9285,1.5e+08,0.438773787977586
"NZL","New Zealand",2020,"Transport","Rail","China Communications Construction","East Asia & Pacific",NA,1,210700848973.509,1.3e+08,0.0616988496407742
"OMN","Oman",2009,"Energy",NA,"Shandong Electric Power Construction III","Middle East & North Africa",NA,0,48388363589.0767,7.2e+08,1.48796104392862
"OMN","Oman",2016,"Energy","Gas","Power Construction Corp. (PowerChina)","Middle East & North Africa",NA,0,75128738621.5865,2.63e+09,3.50065773531346
"OMN","Oman",2018,"Energy","Oil","China National Petroleum Corp. (CNPC)","Middle East & North Africa",NA,1,91505851755.5267,3.2e+08,0.349704411095953
"OMN","Oman",2019,"Energy",NA,"State Grid","Middle East & North Africa","0.49",1,88060858257.4772,9.7e+08,1.10151095412205
"OMN","Oman",2020,"Energy","Alternative","Power Construction Corp. (PowerChina)","Middle East & North Africa",NA,1,73971391417.4252,4e+08,0.540749595668378
"PAK","Pakistan",2005,"Energy",NA,"China National Nuclear","South Asia",NA,0,120055291992.938,8.6e+08,0.716336602680195
"PAK","Pakistan",2007,"Energy",NA,"China National Machinery Industry (Sinomach)","South Asia",NA,0,152385716311.916,1.5e+08,0.0984344226154158
"PAK","Pakistan",2008,"Transport","Shipping","China Three Gorges","South Asia",NA,0,170077814106.305,3.2e+08,0.188149172589899
"PAK","Pakistan",2009,"Energy",NA,"Harbin Electric","South Asia",NA,0,168152775283.032,7.5e+08,0.446022968540134
"PAK","Pakistan",2010,"Energy","Hydro","China National Machinery Industry (Sinomach), Gezhouba","South Asia",NA,0,177165635077.065,2.96e+09,1.67075290798491
"PAK","Pakistan",2011,"Energy","Alternative","China Three Gorges","South Asia","1",0,213587413183.996,2.89e+09,1.35307598744613
"PAK","Pakistan",2012,"Energy","Gas","United Energy","South Asia",NA,0,224383620829.57,2e+08,0.0891330656224277
"PAK","Pakistan",2013,"Energy","Hydro","China Communications Construction","South Asia","0.8",0,231218567178.979,3e+08,0.129747365732865
"PAK","Pakistan",2014,"Transport","Shipping","China Communications Construction","South Asia",NA,0,244360888750.807,3.09e+09,1.26452314680812
"PAK","Pakistan",2015,"Energy",NA,"China National Machinery Industry (Sinomach)","South Asia","0.35",0,270556131701.171,1.788e+10,6.60861015700374
"PAK","Pakistan",2016,"Energy","Coal","China Energy Engineering","South Asia",NA,0,278654637737.69,5.42e+09,1.94506003704201
"PAK","Pakistan",2017,"Energy","Hydro","China Energy Engineering","South Asia",NA,1,304567253219.097,5.7e+09,1.87150783275429
"PAK","Pakistan",2018,"Energy","Coal","Shanghai Electric","South Asia","0.51",1,314567541558.339,3.28e+09,1.04270134920824
"PAK","Pakistan",2019,"Energy","Hydro","Power Construction Corp. (PowerChina)","South Asia",NA,1,279056608888.638,3.78e+09,1.35456386969444
"PAK","Pakistan",2020,"Energy","Hydro","China Energy Engineering","South Asia","0.8",1,262610002938.509,3.16e+09,1.20330526813174
"PAN","Panama",2016,"Transport","Shipping","Shandong Landbridge","Latin America & Caribbean",NA,0,57907695408.9392,2e+08,0.345377239739239
"PAN","Panama",2017,"Transport","Shipping","China Communications Construction","Latin America & Caribbean",NA,1,62202725204.4646,1e+08,0.160764660505296
"PAN","Panama",2020,"Energy","Alternative","China Energy Engineering","Latin America & Caribbean",NA,1,53977036995.1729,1.1e+08,0.203790363687131
"PER","Peru",2012,"Energy","Hydro","China Energy Engineering","Latin America & Caribbean",NA,0,192648999090.082,9e+08,0.467170867355072
"PER","Peru",2013,"Energy",NA,"China National Petroleum Corp. (CNPC)","Latin America & Caribbean",NA,0,201175469114.327,2.89e+09,1.4365568589069
"PER","Peru",2017,"Energy","Hydro","China Three Gorges","Latin America & Caribbean","0.25",0,211007207483.515,3.3e+08,0.15639276209358
"PER","Peru",2018,"Energy","Hydro","China Three Gorges","Latin America & Caribbean",NA,0,222574697255.522,1.39e+09,0.62450944206126
"PER","Peru",2019,"Energy",NA,"China Three Gorges","Latin America & Caribbean","0.84",1,228470919605.669,3.59e+09,1.57131594961678
"PER","Peru",2020,"Transport","Shipping","China Ocean Shipping (COSCO)","Latin America & Caribbean","0.6",1,202014363787.233,7.8e+08,0.386111158324126
"PHL","Philippines",2008,"Energy",NA,"State Grid","East Asia & Pacific","0.4",0,181624577153.97,1.58e+09,0.869926319861752
"PHL","Philippines",2009,"Energy",NA,"China National Machinery Industry (Sinomach)","East Asia & Pacific",NA,0,175974711591.53,5.8e+08,0.329592811804851
"PHL","Philippines",2010,"Energy","Hydro","Gezhouba","East Asia & Pacific",NA,0,208368726860.828,6e+08,0.287951080298507
"PHL","Philippines",2013,"Energy","Coal","China Energy Engineering","East Asia & Pacific",NA,0,283902728259.788,6e+08,0.211339990875665
"PHL","Philippines",2014,"Energy","Coal","China General Technology (Genertec)","East Asia & Pacific",NA,0,297483247100.855,1.21e+09,0.406745593841719
"PHL","Philippines",2016,"Energy","Alternative","Qingdao Hengshun Zhongsheng","East Asia & Pacific",NA,0,318626761492.305,7.2e+08,0.225969719752303
"PHL","Philippines",2017,"Energy","Coal","China Communications Construction, Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,0,328480867143.204,1.67e+09,0.508400995931355
"PHL","Philippines",2018,"Transport","Rail","China Railway Engineering","East Asia & Pacific",NA,1,346842094174.513,8.5e+08,0.245068293115634
"PHL","Philippines",2019,"Transport","Rail","Redco","East Asia & Pacific",NA,1,376823278560.849,1.6e+09,0.42460221834242
"PHL","Philippines",2020,"Transport","Rail","China State Construction Engineering","East Asia & Pacific",NA,1,361489325230.731,1.26e+09,0.348558010446303
"PNG","Papua New Guinea",2012,"Transport","Shipping","China Communications Construction","East Asia & Pacific",NA,0,21295659243.6168,2.9e+08,1.36177986641538
"PNG","Papua New Guinea",2017,"Energy","Gas","China Energy Engineering","East Asia & Pacific",NA,0,22742613553.6879,1.36e+09,5.97996354635971
"POL","Poland",2013,"Energy","Coal","China Energy Engineering","Europe & Central Asia","0.33",0,521016262734.924,7.5e+08,0.143949441436452
"POL","Poland",2014,"Energy","Alternative","Ex-Im Bank","Europe & Central Asia","0.5",0,542477096211.761,2e+08,0.0368679159722401
"POL","Poland",2015,"Energy","Alternative","China Three Gorges","Europe & Central Asia","0.49",1,477811911394.084,3.4e+08,0.0711577070165542
"POL","Poland",2017,"Energy",NA,"Power Construction Corp. (PowerChina)","Europe & Central Asia",NA,1,526508877305.321,1.5e+08,0.0284895481283624
"POL","Poland",2020,"Energy","Alternative","China National Building Material","Europe & Central Asia",NA,1,596624355719.671,6.3e+08,0.105594080087473
"PRK","North Korea",2011,"Transport","Rail","Shangdi Guanqun Investment","East Asia & Pacific",NA,0,NA,2e+09,NA
"PRT","Portugal",2011,"Energy",NA,"China Three Gorges","Europe & Central Asia","0.21",0,244797226567.109,3.51e+09,1.43383977393133
"PRT","Portugal",2012,"Energy","Alternative","China Three Gorges","Europe & Central Asia","0.49",0,216236608773.976,9.8e+08,0.453207255495001
"PRT","Portugal",2015,"Energy",NA,"State Administration of Foreign Exchange (SAFE), China Reform Holdings","Europe & Central Asia","0.05",0,199313894327.486,5.9e+08,0.296015489532602
"PRT","Portugal",2017,"Energy","Alternative","China Three Gorges","Europe & Central Asia","0.49",0,220811110492.149,2.6e+08,0.11774769821161
"PRT","Portugal",2020,"Energy",NA,"China Three Gorges","Europe & Central Asia",NA,1,228539245045.341,2.6e+08,0.113766018588369
"QAT","Qatar",2009,"Energy","Gas","China National Off-shore Oil (CNOOC)","Middle East & North Africa",NA,0,97798351648.3516,1e+08,0.10225121212632
"QAT","Qatar",2011,"Transport","Shipping","China Communications Construction","Middle East & North Africa",NA,0,167775268626.374,8.8e+08,0.524511155431204
"QAT","Qatar",2014,"Transport","Shipping","China Communications Construction","Middle East & North Africa",NA,1,206224598571.429,1.7e+08,0.0824343949158509
"QAT","Qatar",2016,"Energy","Gas","China National Off-shore Oil (CNOOC)","Middle East & North Africa",NA,1,151732181868.132,1.1e+08,0.0724961564815559
"QAT","Qatar",2020,"Energy","Alternative","Power Construction Corp. (PowerChina)","Middle East & North Africa",NA,1,144411363345.27,4.6e+08,0.318534490184263
"ROU","Romania",2012,"Energy","Coal","China Huadian Corporation (Huadian)","Europe & Central Asia",NA,0,170635805316.879,1.3e+09,0.761856515158607
"ROU","Romania",2013,"Energy","Alternative","Ming Yan","Europe & Central Asia",NA,0,190801346194.297,5.4e+08,0.283016871091731
"ROU","Romania",2014,"Energy","Coal","China National Machinery Industry (Sinomach)","Europe & Central Asia",NA,0,199959363430.073,2.7e+08,0.135027435259075
"RUS","Russia",2006,"Energy",NA,"China National Petroleum Corp. (CNPC)","Europe & Central Asia",NA,0,989930542278.695,3.99e+09,0.403058581344053
"RUS","Russia",2009,"Energy","Oil","China Investment Corporation (CIC)","Europe & Central Asia","0.45",0,1222644282201.86,3e+08,0.0245369813908368
"RUS","Russia",2010,"Energy",NA,"China Three Gorges","Europe & Central Asia",NA,0,1524917468442.01,5.3e+08,0.034755979321392
"RUS","Russia",2011,"Energy",NA,"China Three Gorges","Europe & Central Asia","0.5",0,2045925608274.37,2.29e+09,0.111929778421
"RUS","Russia",2012,"Energy",NA,"China Huadian Corporation (Huadian)","Europe & Central Asia","1",0,2208295773643.15,5.9e+08,0.0267174355465366
"RUS","Russia",2013,"Energy",NA,"State Grid","Europe & Central Asia",NA,0,2292473246621.08,2.22e+09,0.0968386437343206
"RUS","Russia",2014,"Energy","Gas","China National Off-shore Oil (CNOOC)","Europe & Central Asia",NA,0,2059241965490.83,5.48e+09,0.266117342781222
"RUS","Russia",2015,"Energy","Gas","State Administration of Foreign Exchange (SAFE)","Europe & Central Asia","0.1",0,1363481063446.77,2.93e+09,0.214891139932167
"RUS","Russia",2016,"Energy","Gas","State Administration of Foreign Exchange (SAFE)","Europe & Central Asia","0.1",0,1276786979221.81,2.49e+09,0.195020785810146
"RUS","Russia",2017,"Energy",NA,"CEFC China Energy","Europe & Central Asia",NA,1,1574199387070.9,6.15e+09,0.390674780495453
"RUS","Russia",2018,"Energy","Oil","China National Chemical Engineering","Europe & Central Asia",NA,1,1657328865709.99,4.2e+08,0.0253419830360629
