"country","year","connectivity_index","iso"
"Cuba","2007",7.6581090763,"CUB"
"Cuba","2008",7.897410178,"CUB"
"Cuba","2009",7.9429912881,"CUB"
"Cuba","2010",8.5053057278,"CUB"
"Cuba","2011",8.2647118395,"CUB"
"Cuba","2012",10.1213827062,"CUB"
"Cuba","2013",9.1509550144,"CUB"
"Cuba","2014",10.119988561,"CUB"
"Cuba","2015",8.6030535961,"CUB"
"Cuba","2016",8.2730011947,"CUB"
"Cuba","2017",10.0947480335,"CUB"
"Cuba","2018",10.2500262522,"CUB"
"Cuba","2019",9.4585699755,"CUB"
"Cuba","2020",8.2495095009,"CUB"
"Curaçao","2006",NA,"CUW"
"Curaçao","2007",NA,"CUW"
"Curaçao","2008",NA,"CUW"
"Curaçao","2009",NA,"CUW"
"Curaçao","2010",9.5435834424,"CUW"
"Curaçao","2011",7.9742190575,"CUW"
"Curaçao","2012",8.7208033763,"CUW"
"Curaçao","2013",9.7212011433,"CUW"
"Curaçao","2014",9.4412209236,"CUW"
"Curaçao","2015",8.6967766137,"CUW"
"Curaçao","2016",9.7217513032,"CUW"
"Curaçao","2017",6.710522045,"CUW"
"Curaçao","2018",8.5077682801,"CUW"
"Curaçao","2019",9.339661645,"CUW"
"Curaçao","2020",8.9222960869,"CUW"
"Cyprus","2006",16.240321715,"CYP"
"Cyprus","2007",16.8347298945,"CYP"
"Cyprus","2008",17.750585372,"CYP"
"Cyprus","2009",13.2919340771,"CYP"
"Cyprus","2010",17.9695437156,"CYP"
"Cyprus","2011",17.6616775957,"CYP"
"Cyprus","2012",16.9149823584,"CYP"
"Cyprus","2013",16.6150097674,"CYP"
"Cyprus","2014",16.6068421143,"CYP"
"Cyprus","2015",17.6254726153,"CYP"
"Cyprus","2016",19.2233391605,"CYP"
"Cyprus","2017",19.7684792823,"CYP"
"Cyprus","2018",17.3365444741,"CYP"
"Cyprus","2019",18.2926339048,"CYP"
"Cyprus","2020",18.4134249632,"CYP"
"Denmark","2006",22.8862169243,"DNK"
"Denmark","2007",29.4991374906,"DNK"
"Denmark","2008",23.8840120887,"DNK"
"Denmark","2009",26.8451258593,"DNK"
"Denmark","2010",46.6308618589,"DNK"
"Denmark","2011",26.1552532886,"DNK"
"Denmark","2012",38.5964976028,"DNK"
"Denmark","2013",39.1256687565,"DNK"
"Denmark","2014",43.4577291053,"DNK"
"Denmark","2015",43.2688698592,"DNK"
"Denmark","2016",43.4783526164,"DNK"
"Denmark","2017",44.1634205514,"DNK"
"Denmark","2018",47.2453601358,"DNK"
"Denmark","2019",47.2008227802,"DNK"
"Denmark","2020",46.6987514302,"DNK"
"Djibouti","2006",11.4652249205,"DJI"
"Djibouti","2007",14.5520511063,"DJI"
"Djibouti","2008",14.4652100012,"DJI"
"Djibouti","2009",21.7838547534,"DJI"
"Djibouti","2010",32.5074448017,"DJI"
"Djibouti","2011",18.479063128,"DJI"
"Djibouti","2012",16.213481357,"DJI"
"Djibouti","2013",19.1479315413,"DJI"
"Djibouti","2014",21.3067884664,"DJI"
"Djibouti","2015",24.5979490696,"DJI"
"Djibouti","2016",31.7807024986,"DJI"
"Djibouti","2017",34.4073737219,"DJI"
"Djibouti","2018",32.4811201088,"DJI"
"Djibouti","2019",31.0120490493,"DJI"
"Djibouti","2020",32.5298937069,"DJI"
"Dominica","2006",5.0319228369,"DMA"
"Dominica","2007",4.7306563477,"DMA"
"Dominica","2008",3.8818966506,"DMA"
"Dominica","2009",3.8818966506,"DMA"
"Dominica","2010",6.3454311342,"DMA"
"Dominica","2011",4.2982131126,"DMA"
"Dominica","2012",4.2958152039,"DMA"
"Dominica","2013",5.3944455351,"DMA"
"Dominica","2014",4.7529733834,"DMA"
"Dominica","2015",4.4858031691,"DMA"
"Dominica","2016",6.1169138253,"DMA"
"Dominica","2017",5.2053130453,"DMA"
"Dominica","2018",5.2043385814,"DMA"
"Dominica","2019",5.7720380818,"DMA"
"Dominica","2020",6.3457665475,"DMA"
"Dominican Republic","2006",21.4854360095,"DOM"
"Dominican Republic","2007",23.0895115893,"DOM"
"Dominican Republic","2008",25.545244269,"DOM"
"Dominican Republic","2009",25.0846629492,"DOM"
"Dominican Republic","2010",38.2691270253,"DOM"
"Dominican Republic","2011",26.0315330731,"DOM"
"Dominican Republic","2012",26.4085936458,"DOM"
"Dominican Republic","2013",27.8542374492,"DOM"
"Dominican Republic","2014",28.9331334135,"DOM"
"Dominican Republic","2015",26.383022067,"DOM"
"Dominican Republic","2016",29.2282246004,"DOM"
"Dominican Republic","2017",36.6251219436,"DOM"
"Dominican Republic","2018",39.1195602693,"DOM"
"Dominican Republic","2019",38.4029004967,"DOM"
"Dominican Republic","2020",38.1264698074,"DOM"
"Ecuador","2006",16.0389583242,"ECU"
"Ecuador","2007",16.7007506419,"ECU"
"Ecuador","2008",14.5175518459,"ECU"
"Ecuador","2009",18.1650090618,"ECU"
"Ecuador","2010",37.8572662514,"ECU"
"Ecuador","2011",25.795630039,"ECU"
"Ecuador","2012",20.6108852474,"ECU"
"Ecuador","2013",22.0457774891,"ECU"
"Ecuador","2014",19.8452504713,"ECU"
"Ecuador","2015",22.090883404,"ECU"
"Ecuador","2016",30.1661758157,"ECU"
"Ecuador","2017",29.9360506307,"ECU"
"Ecuador","2018",32.0162716257,"ECU"
"Ecuador","2019",32.9107501086,"ECU"
"Ecuador","2020",38.526297181,"ECU"
"Egypt","2006",45.6418883782,"EGY"
"Egypt","2007",44.2217212628,"EGY"
"Egypt","2008",46.0621102146,"EGY"
"Egypt","2009",46.0707373322,"EGY"
"Egypt","2010",67.8937542943,"EGY"
"Egypt","2011",47.4303690579,"EGY"
"Egypt","2012",50.8248094071,"EGY"
"Egypt","2013",52.0007543425,"EGY"
"Egypt","2014",54.6509528894,"EGY"
"Egypt","2015",57.0452605637,"EGY"
"Egypt","2016",58.7032477146,"EGY"
"Egypt","2017",55.8675433824,"EGY"
"Egypt","2018",58.1408580424,"EGY"
"Egypt","2019",63.560258694,"EGY"
"Egypt","2020",60.5989214262,"EGY"
"El Salvador","2006",7.3673605824,"SLV"
"El Salvador","2007",8.198086159,"SLV"
"El Salvador","2008",8.3981475984,"SLV"
"El Salvador","2009",9.9957305103,"SLV"
"El Salvador","2010",8.4374662185,"SLV"
"El Salvador","2011",11.6974623515,"SLV"
"El Salvador","2012",7.4082735402,"SLV"
"El Salvador","2013",8.3368641269,"SLV"
"El Salvador","2014",8.5342713995,"SLV"
"El Salvador","2015",8.8168949336,"SLV"
"El Salvador","2016",8.458267255,"SLV"
"El Salvador","2017",9.2877371893,"SLV"
"El Salvador","2018",9.7553337204,"SLV"
"El Salvador","2019",9.5763322641,"SLV"
"El Salvador","2020",8.558896882,"SLV"
"Equatorial Guinea","2006",5.0684728638,"GNQ"
"Equatorial Guinea","2007",5.33016294,"GNQ"
"Equatorial Guinea","2008",5.2138564993,"GNQ"
"Equatorial Guinea","2009",4.9761665484,"GNQ"
"Equatorial Guinea","2010",11.6620091534,"GNQ"
"Equatorial Guinea","2011",7.7744404927,"GNQ"
"Equatorial Guinea","2012",8.2919682476,"GNQ"
"Equatorial Guinea","2013",9.0845717359,"GNQ"
"Equatorial Guinea","2014",8.246932169,"GNQ"
"Equatorial Guinea","2015",10.2729174078,"GNQ"
"Equatorial Guinea","2016",5.4711156068,"GNQ"
"Equatorial Guinea","2017",11.1456463695,"GNQ"
"Equatorial Guinea","2018",11.1649059691,"GNQ"
"Equatorial Guinea","2019",11.6158113538,"GNQ"
"Equatorial Guinea","2020",11.6875717715,"GNQ"
"Eritrea","2006",4.1573404307,"ERI"
"Eritrea","2007",3.9738219,"ERI"
"Eritrea","2008",2.7661026785,"ERI"
"Eritrea","2009",2.7661026785,"ERI"
"Eritrea","2010",6.7508766913,"ERI"
"Eritrea","2011",NA,"ERI"
"Eritrea","2012",3.9223224835,"ERI"
"Eritrea","2013",NA,"ERI"
"Eritrea","2014",NA,"ERI"
"Eritrea","2015",2.5927955202,"ERI"
"Eritrea","2016",2.5927955202,"ERI"
"Eritrea","2017",2.5927955202,"ERI"
"Eritrea","2018",2.5927955202,"ERI"
"Eritrea","2019",4.1931862026,"ERI"
"Eritrea","2020",4.3586612934,"ERI"
"Estonia","2006",6.7886649631,"EST"
"Estonia","2007",6.494314022,"EST"
"Estonia","2008",6.1050709161,"EST"
"Estonia","2009",8.4742919904,"EST"
"Estonia","2010",8.6254055796,"EST"
"Estonia","2011",7.9155017933,"EST"
"Estonia","2012",7.3279528751,"EST"
"Estonia","2013",8.3235929877,"EST"
"Estonia","2014",8.5672214549,"EST"
"Estonia","2015",8.2282522667,"EST"
"Estonia","2016",7.6104827284,"EST"
"Estonia","2017",8.2958925115,"EST"
"Estonia","2018",8.0729805637,"EST"
"Estonia","2019",10.0827362266,"EST"
"Estonia","2020",10.6977798341,"EST"
"Faroe Islands","2006",4.2050382143,"FRO"
"Faroe Islands","2007",4.3556714589,"FRO"
"Faroe Islands","2008",4.2050382143,"FRO"
"Faroe Islands","2009",4.5440330371,"FRO"
"Faroe Islands","2010",6.0390630248,"FRO"
"Faroe Islands","2011",4.6520478402,"FRO"
"Faroe Islands","2012",4.5572234333,"FRO"
"Faroe Islands","2013",4.5572658013,"FRO"
"Faroe Islands","2014",4.5574246812,"FRO"
"Faroe Islands","2015",4.4040692931,"FRO"
"Faroe Islands","2016",4.4050755329,"FRO"
"Faroe Islands","2017",4.4050755329,"FRO"
"Faroe Islands","2018",4.5143039346,"FRO"
"Faroe Islands","2019",4.6308852323,"FRO"
"Faroe Islands","2020",4.4005633417,"FRO"
"Fiji","2006",7.8976335777,"FJI"
"Fiji","2007",10.4936316405,"FJI"
"Fiji","2008",11.6965390535,"FJI"
"Fiji","2009",13.6880210364,"FJI"
"Fiji","2010",9.258095718,"FJI"
"Fiji","2011",11.5532838024,"FJI"
"Fiji","2012",11.6420995097,"FJI"
"Fiji","2013",12.3444699684,"FJI"
"Fiji","2014",13.1947689726,"FJI"
"Fiji","2015",11.1496748089,"FJI"
"Fiji","2016",10.9967010759,"FJI"
"Fiji","2017",11.1080821263,"FJI"
"Fiji","2018",11.4388209609,"FJI"
"Fiji","2019",9.6557497605,"FJI"
"Fiji","2020",9.6670192567,"FJI"
"Finland","2006",12.4448820489,"FIN"
"Finland","2007",13.8455909541,"FIN"
"Finland","2008",13.0590495115,"FIN"
"Finland","2009",14.5611425577,"FIN"
"Finland","2010",14.8057751557,"FIN"
"Finland","2011",13.3935802812,"FIN"
"Finland","2012",13.4677706804,"FIN"
"Finland","2013",14.7618272073,"FIN"
"Finland","2014",15.6662508904,"FIN"
"Finland","2015",15.9574137173,"FIN"
"Finland","2016",15.8351176249,"FIN"
"Finland","2017",14.2836930375,"FIN"
"Finland","2018",14.4901912191,"FIN"
"Finland","2019",15.7105124574,"FIN"
"Finland","2020",14.784137469,"FIN"
"France","2006",56.9790541376,"FRA"
"France","2007",58.8483176686,"FRA"
"France","2008",59.6651981403,"FRA"
"France","2009",57.7246322442,"FRA"
"France","2010",78.2065585587,"FRA"
"France","2011",63.3891708528,"FRA"
"France","2012",61.8392175639,"FRA"
"France","2013",67.083402107,"FRA"
"France","2014",68.8067111462,"FRA"
"France","2015",68.5871111746,"FRA"
"France","2016",72.2795488541,"FRA"
"France","2017",71.4274746055,"FRA"
"France","2018",74.5749404694,"FRA"
"France","2019",74.6548990841,"FRA"
"France","2020",74.2738256275,"FRA"
"French Guiana","2006",6.0741680498,"GUF"
"French Guiana","2007",5.9053173127,"GUF"
"French Guiana","2008",5.6973466132,"GUF"
"French Guiana","2009",5.5447856249,"GUF"
"French Guiana","2010",6.3643113231,"GUF"
"French Guiana","2011",5.394230055,"GUF"
"French Guiana","2012",5.3963060866,"GUF"
"French Guiana","2013",5.4053304689,"GUF"
"French Guiana","2014",5.405139813,"GUF"
"French Guiana","2015",5.4053304689,"GUF"
"French Guiana","2016",6.5658156525,"GUF"
"French Guiana","2017",6.5579987579,"GUF"
"French Guiana","2018",6.8591946338,"GUF"
"French Guiana","2019",6.7083636719,"GUF"
"French Guiana","2020",6.5489531916,"GUF"
"Guadeloupe","2006",10.2100254413,"GLP"
"Guadeloupe","2007",9.6183916288,"GLP"
"Guadeloupe","2008",9.346325087,"GLP"
"Guadeloupe","2009",9.1951290542,"GLP"
"Guadeloupe","2010",20.0179070479,"GLP"
"Guadeloupe","2011",10.0342144612,"GLP"
"Guadeloupe","2012",11.1034559348,"GLP"
"Guadeloupe","2013",10.9777995408,"GLP"
"Guadeloupe","2014",11.7791342878,"GLP"
"Guadeloupe","2015",11.2529338786,"GLP"
"Guadeloupe","2016",11.4906937715,"GLP"
"Guadeloupe","2017",12.3303016271,"GLP"
"Guadeloupe","2018",12.1149588751,"GLP"
"Guadeloupe","2019",12.7590829252,"GLP"
"Guadeloupe","2020",19.3510541247,"GLP"
"Martinique","2006",10.4010426225,"MTQ"
"Martinique","2007",10.2367181993,"MTQ"
"Martinique","2008",9.7613852183,"MTQ"
"Martinique","2009",8.8779321999,"MTQ"
"Martinique","2010",18.8239702942,"MTQ"
"Martinique","2011",9.8734663632,"MTQ"
"Martinique","2012",9.6056888115,"MTQ"
"Martinique","2013",9.4943180481,"MTQ"
"Martinique","2014",10.4474652821,"MTQ"
"Martinique","2015",9.3560360229,"MTQ"
"Martinique","2016",8.4424028837,"MTQ"
"Martinique","2017",10.2206824421,"MTQ"
"Martinique","2018",10.7965928632,"MTQ"
"Martinique","2019",10.7776355774,"MTQ"
"Martinique","2020",17.8981472179,"MTQ"
"Mayotte","2006",6.3691439002,"MYT"
"Mayotte","2007",6.3112226615,"MYT"
"Mayotte","2008",2.4849743846,"MYT"
"Mayotte","2009",6.3698747363,"MYT"
"Mayotte","2010",6.7239245318,"MYT"
"Mayotte","2011",8.0794751583,"MYT"
"Mayotte","2012",7.5460414494,"MYT"
"Mayotte","2013",6.2016935294,"MYT"
"Mayotte","2014",7.2585570127,"MYT"
"Mayotte","2015",10.1100300286,"MYT"
"Mayotte","2016",9.2022288461,"MYT"
"Mayotte","2017",7.7460527025,"MYT"
"Mayotte","2018",7.2643446975,"MYT"
"Mayotte","2019",6.5899366141,"MYT"
"Mayotte","2020",7.3931946524,"MYT"
"Réunion","2006",12.8746616119,"REU"
"Réunion","2007",14.4524606816,"REU"
"Réunion","2008",13.6755372002,"REU"
"Réunion","2009",17.2816594648,"REU"
"Réunion","2010",22.836351276,"REU"
"Réunion","2011",15.3994398051,"REU"
"Réunion","2012",8.2116811989,"REU"
"Réunion","2013",15.5741753518,"REU"
"Réunion","2014",17.6060110193,"REU"
"Réunion","2015",15.9710350552,"REU"
"Réunion","2016",18.1426688094,"REU"
"Réunion","2017",26.4484709635,"REU"
"Réunion","2018",23.0755134267,"REU"
"Réunion","2019",18.2353501705,"REU"
"Réunion","2020",23.2210367951,"REU"
"French Polynesia","2006",10.3798935308,"PYF"
"French Polynesia","2007",11.1856056147,"PYF"
"French Polynesia","2008",11.8550875982,"PYF"
"French Polynesia","2009",11.5389541614,"PYF"
"French Polynesia","2010",13.8667223245,"PYF"
"French Polynesia","2011",10.194990927,"PYF"
"French Polynesia","2012",10.8697205899,"PYF"
"French Polynesia","2013",11.6116513063,"PYF"
"French Polynesia","2014",9.969363606,"PYF"
"French Polynesia","2015",9.1359315208,"PYF"
"French Polynesia","2016",12.5078563174,"PYF"
"French Polynesia","2017",12.6869163897,"PYF"
"French Polynesia","2018",12.981967381,"PYF"
"French Polynesia","2019",10.4420180009,"PYF"
"French Polynesia","2020",14.2198438749,"PYF"
"Gabon","2006",9.8741042011,"GAB"
"Gabon","2007",9.9294297671,"GAB"
"Gabon","2008",10.0958056101,"GAB"
"Gabon","2009",10.8539257081,"GAB"
"Gabon","2010",12.0929230895,"GAB"
"Gabon","2011",9.0280200303,"GAB"
"Gabon","2012",10.1576963762,"GAB"
"Gabon","2013",11.8391273435,"GAB"
"Gabon","2014",11.5782256428,"GAB"
"Gabon","2015",10.0181985125,"GAB"
"Gabon","2016",10.2367338869,"GAB"
"Gabon","2017",12.6440989052,"GAB"
"Gabon","2018",12.0503369831,"GAB"
"Gabon","2019",13.4632954395,"GAB"
"Gabon","2020",13.2534313047,"GAB"
"Gambia","2006",4.0309125162,"GMB"
"Gambia","2007",3.9780058069,"GMB"
"Gambia","2008",5.2365244955,"GMB"
"Gambia","2009",6.046222391,"GMB"
"Gambia","2010",6.3301677378,"GMB"
"Gambia","2011",6.3023515444,"GMB"
"Gambia","2012",6.4748923667,"GMB"
"Gambia","2013",11.822528785,"GMB"
"Gambia","2014",10.5977767338,"GMB"
"Gambia","2015",10.2430764908,"GMB"
"Gambia","2016",7.2815594429,"GMB"
"Gambia","2017",6.5794471686,"GMB"
"Gambia","2018",6.3405864227,"GMB"
"Gambia","2019",6.7717800635,"GMB"
"Gambia","2020",6.4139755256,"GMB"
"Georgia","2006",4.5349650831,"GEO"
"Georgia","2007",4.0613924712,"GEO"
"Georgia","2008",4.7363468129,"GEO"
"Georgia","2009",5.0328691648,"GEO"
"Georgia","2010",6.215523242,"GEO"
"Georgia","2011",6.0561241703,"GEO"
"Georgia","2012",5.9316179436,"GEO"
"Georgia","2013",5.3024673372,"GEO"
"Georgia","2014",5.6830469,"GEO"
"Georgia","2015",5.5327510842,"GEO"
"Georgia","2016",5.2442050866,"GEO"
"Georgia","2017",5.5411241829,"GEO"
"Georgia","2018",6.5007405644,"GEO"
"Georgia","2019",6.5820197778,"GEO"
"Georgia","2020",6.5337067826,"GEO"
"Germany","2006",75.5888058056,"DEU"
"Germany","2007",78.8254360168,"DEU"
"Germany","2008",83.4251261371,"DEU"
"Germany","2009",84.748073488,"DEU"
"Germany","2010",84.0745644307,"DEU"
"Germany","2011",78.6006151138,"DEU"
"Germany","2012",79.1757585859,"DEU"
"Germany","2013",78.7736915079,"DEU"
"Germany","2014",82.4573290532,"DEU"
"Germany","2015",82.9915100131,"DEU"
"Germany","2016",85.0039938448,"DEU"
"Germany","2017",82.1369429555,"DEU"
"Germany","2018",84.3668366699,"DEU"
"Germany","2019",82.4620032113,"DEU"
"Germany","2020",84.4061076356,"DEU"
"Ghana","2006",15.4720020663,"GHA"
"Ghana","2007",17.4281628673,"GHA"
"Ghana","2008",16.7912607598,"GHA"
"Ghana","2009",19.0246347824,"GHA"
"Ghana","2010",40.010176331,"GHA"
"Ghana","2011",20.9557125562,"GHA"
"Ghana","2012",19.873307581,"GHA"
"Ghana","2013",20.0649741944,"GHA"
"Ghana","2014",21.6963237376,"GHA"
"Ghana","2015",21.7028098118,"GHA"
"Ghana","2016",22.2994598444,"GHA"
"Ghana","2017",21.0139914705,"GHA"
"Ghana","2018",19.6556542667,"GHA"
"Ghana","2019",20.1941793079,"GHA"
"Ghana","2020",37.0378479996,"GHA"
"Gibraltar","2006",1.846230632,"GIB"
"Gibraltar","2007",2.6721398284,"GIB"
"Gibraltar","2008",2.6721398284,"GIB"
"Gibraltar","2009",2.1069806398,"GIB"
"Gibraltar","2010",2.6724810572,"GIB"
"Gibraltar","2011",2.1069806398,"GIB"
"Gibraltar","2012",4.1740005512,"GIB"
"Gibraltar","2013",1.3519479356,"GIB"
"Gibraltar","2014",2.7610386562,"GIB"
"Gibraltar","2015",2.7610386562,"GIB"
"Gibraltar","2016",1.8904105081,"GIB"
"Gibraltar","2017",1.8897665147,"GIB"
"Gibraltar","2018",1.8897665147,"GIB"
"Gibraltar","2019",2.0065265687,"GIB"
"Gibraltar","2020",2.6724316279,"GIB"
"Greece","2006",29.7433825477,"GRC"
"Greece","2007",29.2074608222,"GRC"
"Greece","2008",28.1697788624,"GRC"
"Greece","2009",36.3640430265,"GRC"
"Greece","2010",60.0768400782,"GRC"
"Greece","2011",30.5137869752,"GRC"
"Greece","2012",38.317989129,"GRC"
"Greece","2013",40.7446317182,"GRC"
"Greece","2014",43.4153268775,"GRC"
"Greece","2015",42.7621397065,"GRC"
"Greece","2016",41.6488465897,"GRC"
"Greece","2017",46.7331903013,"GRC"
"Greece","2018",57.8584001886,"GRC"
"Greece","2019",58.3205113422,"GRC"
"Greece","2020",59.6965255749,"GRC"
"Greenland","2006",1.8932896209,"GRL"
"Greenland","2007",NA,"GRL"
"Greenland","2008",NA,"GRL"
"Greenland","2009",NA,"GRL"
"Greenland","2010",5.3100683746,"GRL"
"Greenland","2011",NA,"GRL"
"Greenland","2012",NA,"GRL"
"Greenland","2013",1.8904368428,"GRL"
"Greenland","2014",1.8900378775,"GRL"
"Greenland","2015",2.0856726307,"GRL"
"Greenland","2016",2.0856726307,"GRL"
"Greenland","2017",1.9854966817,"GRL"
"Greenland","2018",1.985736767,"GRL"
"Greenland","2019",1.9854966817,"GRL"
"Greenland","2020",1.9854966817,"GRL"
"Grenada","2006",5.4057255846,"GRD"
"Grenada","2007",6.5259884807,"GRD"
"Grenada","2008",6.3801181045,"GRD"
"Grenada","2009",6.4223041068,"GRD"
"Grenada","2010",6.2087228364,"GRD"
"Grenada","2011",5.0122944026,"GRD"
"Grenada","2012",5.3146624597,"GRD"
"Grenada","2013",7.541656359,"GRD"
"Grenada","2014",7.6803100538,"GRD"
"Grenada","2015",6.809784105,"GRD"
"Grenada","2016",7.6976719785,"GRD"
"Grenada","2017",6.3029300485,"GRD"
"Grenada","2018",5.9629557299,"GRD"
"Grenada","2019",5.633543267,"GRD"
"Grenada","2020",6.2137469742,"GRD"
"Guam","2006",8.5261085908,"GUM"
"Guam","2007",8.1755913472,"GUM"
"Guam","2008",8.1233752843,"GUM"
"Guam","2009",9.3150914314,"GUM"
"Guam","2010",9.3658281558,"GUM"
"Guam","2011",8.3304476196,"GUM"
"Guam","2012",8.2208103928,"GUM"
"Guam","2013",8.9623701074,"GUM"
"Guam","2014",8.8292963298,"GUM"
"Guam","2015",9.0005926151,"GUM"
"Guam","2016",9.0938972462,"GUM"
"Guam","2017",9.0423267298,"GUM"
"Guam","2018",8.1962075051,"GUM"
"Guam","2019",8.2083814768,"GUM"
"Guam","2020",9.52563385,"GUM"
"Guatemala","2006",20.5648663437,"GTM"
"Guatemala","2007",17.7056696131,"GTM"
"Guatemala","2008",17.672081318,"GTM"
"Guatemala","2009",17.6284620868,"GTM"
"Guatemala","2010",30.8279915074,"GTM"
"Guatemala","2011",18.5141383258,"GTM"
"Guatemala","2012",15.0126205866,"GTM"
"Guatemala","2013",14.9300413068,"GTM"
"Guatemala","2014",18.7980812389,"GTM"
"Guatemala","2015",22.4602728991,"GTM"
"Guatemala","2016",22.6148778754,"GTM"
"Guatemala","2017",22.9655362231,"GTM"
"Guatemala","2018",24.3688884737,"GTM"
"Guatemala","2019",25.4968272101,"GTM"
"Guatemala","2020",24.6700547284,"GTM"
"Guinea","2006",8.8306095694,"GIN"
"Guinea","2007",9.6772269414,"GIN"
"Guinea","2008",10.3692906847,"GIN"
"Guinea","2009",10.9457615209,"GIN"
"Guinea","2010",7.4159571705,"GIN"
"Guinea","2011",9.7170857887,"GIN"
"Guinea","2012",8.4426728028,"GIN"
"Guinea","2013",10.3852334473,"GIN"
"Guinea","2014",10.6884117775,"GIN"
"Guinea","2015",7.6480628551,"GIN"
"Guinea","2016",11.0227561058,"GIN"
"Guinea","2017",11.3989191738,"GIN"
"Guinea","2018",9.985200529,"GIN"
"Guinea","2019",11.2957260805,"GIN"
"Guinea","2020",11.04887541,"GIN"
"Guinea-Bissau","2006",2.7130480489,"GNB"
"Guinea-Bissau","2007",4.9782470845,"GNB"
"Guinea-Bissau","2008",4.0576504949,"GNB"
"Guinea-Bissau","2009",4.0740446835,"GNB"
"Guinea-Bissau","2010",4.0574549743,"GNB"
"Guinea-Bissau","2011",4.1970082657,"GNB"
"Guinea-Bissau","2012",5.0515545991,"GNB"
"Guinea-Bissau","2013",4.7927370008,"GNB"
"Guinea-Bissau","2014",3.9537846207,"GNB"
"Guinea-Bissau","2015",3.7906420339,"GNB"
"Guinea-Bissau","2016",4.8268236398,"GNB"
"Guinea-Bissau","2017",4.2974587751,"GNB"
"Guinea-Bissau","2018",4.765304283,"GNB"
"Guinea-Bissau","2019",4.3677434953,"GNB"
"Guinea-Bissau","2020",4.3645463992,"GNB"
"Guyana","2006",7.4243172197,"GUY"
"Guyana","2007",7.0296486342,"GUY"
"Guyana","2008",8.046087427,"GUY"
"Guyana","2009",7.8784804837,"GUY"
"Guyana","2010",8.2153881071,"GUY"
"Guyana","2011",10.9403790908,"GUY"
"Guyana","2012",8.1286001658,"GUY"
"Guyana","2013",8.6570466171,"GUY"
"Guyana","2014",8.5583890295,"GUY"
"Guyana","2015",8.9383111391,"GUY"
"Guyana","2016",9.3233668802,"GUY"
"Guyana","2017",8.5317085021,"GUY"
"Guyana","2018",9.5229048584,"GUY"
"Guyana","2019",8.6512174314,"GUY"
"Guyana","2020",8.4898251882,"GUY"
"Haiti","2006",3.9513591413,"HTI"
"Haiti","2007",7.1523067478,"HTI"
"Haiti","2008",4.1475616504,"HTI"
"Haiti","2009",5.8387455843,"HTI"
"Haiti","2010",9.5203845854,"HTI"
"Haiti","2011",8.0627037788,"HTI"
"Haiti","2012",7.2918643434,"HTI"
"Haiti","2013",9.2139051228,"HTI"
"Haiti","2014",9.2409744316,"HTI"
"Haiti","2015",8.6817991937,"HTI"
"Haiti","2016",10.2335019946,"HTI"
"Haiti","2017",10.9286185932,"HTI"
"Haiti","2018",9.4699479635,"HTI"
"Haiti","2019",10.4653236438,"HTI"
"Haiti","2020",10.9729732718,"HTI"
"Honduras","2006",11.7651340673,"HND"
"Honduras","2007",12.0776566679,"HND"
"Honduras","2008",11.8432131557,"HND"
"Honduras","2009",12.199778316,"HND"
"Honduras","2010",11.9839423124,"HND"
"Honduras","2011",12.644588905,"HND"
"Honduras","2012",12.6930197946,"HND"
"Honduras","2013",13.6956449016,"HND"
"Honduras","2014",13.6145801305,"HND"
"Honduras","2015",13.6162585048,"HND"
"Honduras","2016",13.3189038075,"HND"
"Honduras","2017",14.3277920657,"HND"
"Honduras","2018",13.3032893495,"HND"
"Honduras","2019",13.091455147,"HND"
"Honduras","2020",11.2074524082,"HND"
"Iceland","2006",5.0902229316,"ISL"
"Iceland","2007",5.2433982558,"ISL"
"Iceland","2008",5.0980080502,"ISL"
"Iceland","2009",5.1427777901,"ISL"
"Iceland","2010",6.9936817304,"ISL"
"Iceland","2011",4.9096559739,"ISL"
"Iceland","2012",4.830141649,"ISL"
"Iceland","2013",4.9480686309,"ISL"
"Iceland","2014",5.1228769018,"ISL"
"Iceland","2015",5.3297710959,"ISL"
"Iceland","2016",5.3609931883,"ISL"
"Iceland","2017",4.9762931878,"ISL"
"Iceland","2018",5.4778807799,"ISL"
"Iceland","2019",5.4559177159,"ISL"
"Iceland","2020",6.1445451781,"ISL"
"India","2006",42.2423604146,"IND"
"India","2007",40.6181270591,"IND"
"India","2008",43.3687651208,"IND"
"India","2009",45.5481662499,"IND"
"India","2010",58.4942850909,"IND"
"India","2011",44.7070074304,"IND"
"India","2012",47.4009408135,"IND"
"India","2013",46.7013958707,"IND"
"India","2014",46.4578213408,"IND"
"India","2015",47.3324788804,"IND"
"India","2016",50.2304358243,"IND"
"India","2017",55.7157113652,"IND"
"India","2018",55.6184483704,"IND"
"India","2019",53.9671958004,"IND"
"India","2020",55.1074481301,"IND"
"Indonesia","2006",33.911740468,"IDN"
"Indonesia","2007",34.9074568559,"IDN"
"Indonesia","2008",35.0666055977,"IDN"
"Indonesia","2009",38.3615081622,"IDN"
"Indonesia","2010",34.3756536959,"IDN"
"Indonesia","2011",36.2580350069,"IDN"
"Indonesia","2012",34.9810353989,"IDN"
"Indonesia","2013",34.7147518954,"IDN"
"Indonesia","2014",34.6262131317,"IDN"
"Indonesia","2015",35.4579239611,"IDN"
"Indonesia","2016",34.1108333314,"IDN"
"Indonesia","2017",32.6759942467,"IDN"
