"country","year","fossil_share_energy","region","iso","inv_dummy","bri_dummy","gdp","industry_share","pop_size","resource_rents","trade_share_gdp","urban_pop_share","covid_19"
"Oman",2009,100,"Middle East & North Africa","OMN",1,0,16823.794980254,59.6034915980885,14.871975668889,33.1676021054993,105.00603004759,74.624,0
"Oman",2010,100,"Middle East & North Africa","OMN",1,0,21369.352969705,63.2733093237295,14.9278400014805,39.6400265156211,96.386556222489,75.161,0
"Oman",2011,100,"Middle East & North Africa","OMN",1,0,23837.3109360388,68.1872487230601,14.9945045737554,49.758045170618,101.640725154206,76.183,0
"Oman",2012,100,"Middle East & North Africa","OMN",1,0,24988.0125855934,67.5381672007546,15.0677107967284,46.4009166598518,102.074165320289,77.564,0
"Oman",2013,99.999,"Middle East & North Africa","OMN",1,0,23888.6265839112,64.9286879272652,15.1412066250462,44.9253104180475,112.543232582619,78.882,0
"Oman",2014,99.999,"Middle East & North Africa","OMN",1,0,23017.9339840457,62.0565724353867,15.2085955604014,39.4103892368867,102.278159964986,80.145,0
"Oman",2015,99.997,"Middle East & North Africa","OMN",1,0,18444.9270020773,53.0985352378875,15.2665014746086,23.946916033066,96.3755976513582,81.35,0
"Oman",2016,99.997,"Middle East & North Africa","OMN",1,0,16772.7392134801,47.9402499394191,15.3149588123302,19.7622966548233,82.8621871430055,82.5,0
"Oman",2017,99.998,"Middle East & North Africa","OMN",1,0,17329.1854626719,49.5943955174432,15.3557968720293,23.3776757091973,88.9528263652563,83.56,0
"Oman",2018,99.998,"Middle East & North Africa","OMN",1,1,18947.3664959773,53.893531150523,15.3902485311306,28.9903833404966,89.2792178262847,84.539,0
"Oman",2019,99.998,"Middle East & North Africa","OMN",1,1,17700.7034900714,51.3792329456517,15.4199343205333,26.6756375749712,86.4761336586,85.443,0
"Pakistan",2005,86.046,"South Asia","PAK",1,0,748.922589270883,19.9231595435095,18.8925826141482,1.96398523102232,32.1544291384714,33.982,0
"Pakistan",2006,87.035,"South Asia","PAK",1,0,836.860526218154,19.6704664952971,18.915514939687,2.17097841662831,35.6817296644661,34.184,0
"Pakistan",2007,87.437,"South Asia","PAK",1,0,908.095085179713,19.9811662304733,18.9383316583395,1.84405700867731,32.9904285662027,34.387,0
"Pakistan",2008,89.383,"South Asia","PAK",1,0,990.846611164939,21.7373995231332,18.9609621588292,1.85622804077906,35.5942014925682,34.59,0
"Pakistan",2009,88.793,"South Asia","PAK",1,0,957.995675292236,19.1914941748328,18.98329551615,1.49262606104029,32.0718482614804,34.793,0
"Pakistan",2010,88.528,"South Asia","PAK",1,0,987.409712037523,19.7194846894423,19.0052658615891,1.49416050592835,32.8689265807296,34.997,0
"Pakistan",2011,87.812,"South Asia","PAK",1,0,1164.97882332035,20.5017880943991,19.0268538268278,2.2538874118307,32.9399051456411,35.202,0
"Pakistan",2012,94.919,"South Asia","PAK",1,0,1198.11763704007,21.2988102661312,19.0481160485965,2.16317466778949,32.8055022073679,35.408,0
"Pakistan",2013,81.687,"South Asia","PAK",1,0,1208.91771020458,20.2169364090313,19.0691484944363,1.87088970857203,33.3335986818131,35.613,0
"Pakistan",2014,87.558,"South Asia","PAK",1,0,1251.17571867949,20.0251621004652,19.0900730586001,1.86613026329623,30.9012446161031,35.819,0
"Pakistan",2015,87.877,"South Asia","PAK",1,0,1356.66783065763,19.0909942639717,19.1109585768688,1.03470711936172,27.6546725177778,36.026,0
"Pakistan",2016,87.825,"South Asia","PAK",1,0,1368.42696140417,18.2571020895745,19.1318218386412,0.63621831126603,25.3062315100758,36.234,0
"Pakistan",2017,88.656,"South Asia","PAK",1,1,1464.9261954181,17.8043073969293,19.152597622512,0.796762721085555,25.8528368532,36.442,0
"Pakistan",2018,88.662,"South Asia","PAK",1,1,1482.21306651797,17.9122050645387,19.1731730834592,1.08610077848804,29.043321842986,36.666,0
"Pakistan",2019,86.979,"South Asia","PAK",1,1,1288.55632450434,18.4062077865828,19.1934027550561,0.967565791645962,30.3471627227393,36.907,0
"Peru",2005,69.491,"Latin America & Caribbean","PER",0,0,2729.49917213529,34.3566674243965,17.1429228896867,1.40281313331463,47.3573174768394,75.034,0
"Peru",2006,66.75,"Latin America & Caribbean","PER",0,0,3154.3313491397,37.4577549944707,17.1513532633026,1.47362274554834,51.7850560338442,75.421,0
"Peru",2007,69.813,"Latin America & Caribbean","PER",0,0,3606.07068932344,37.6989799588981,17.1595395257365,1.34153291590171,55.6881132836815,75.803,0
"Peru",2008,72.682,"Latin America & Caribbean","PER",0,0,4220.61637832028,36.3269344719167,17.1675989596406,1.561976733957,58.4337673899053,76.052,0
"Peru",2009,72.037,"Latin America & Caribbean","PER",0,0,4196.31162707942,33.551682543695,17.1756311557057,0.791298200875084,48.1119296153519,76.241,0
