"country","year_investment","sector","subsector","quantity_in_millions","investor","region","share_size","iso","bri"
"Iraq",2019,"Energy","Oil",110,"Power Construction Corp. (PowerChina)","Middle East & North Africa",NA,"IRQ",1
"Iraq",2019,"Energy","Oil",120,"China National Petroleum Corp. (CNPC)","Middle East & North Africa",NA,"IRQ",1
"Iraq",2016,"Energy","Gas",280,"China National Petroleum Corp. (CNPC)","Middle East & North Africa",NA,"IRQ",0
"Iraq",2018,"Energy","Oil",100,"Zhongman Petroleum","Middle East & North Africa",NA,"IRQ",1
"Iraq",2013,"Energy","Oil",550,"China National Petroleum Corp. (CNPC)","Middle East & North Africa",NA,"IRQ",0
"Iraq",2016,"Energy","Gas",1010,"China National Machinery Industry (Sinomach)","Middle East & North Africa",NA,"IRQ",0
"Iraq",2009,"Energy","Oil",5590,"China National Petroleum Corp. (CNPC)","Middle East & North Africa","0.37","IRQ",0
"Iraq",2011,"Energy","Oil",170,"China National Petroleum Corp. (CNPC)","Middle East & North Africa",NA,"IRQ",0
"Iraq",2012,"Energy","Oil",700,"China National Petroleum Corp. (CNPC)","Middle East & North Africa",NA,"IRQ",0
"Iraq",2019,"Energy","Gas",170,"China National Petroleum Corp. (CNPC)","Middle East & North Africa",NA,"IRQ",1
"Iraq",2014,"Energy","Oil",420,"China National Petroleum Corp. (CNPC)","Middle East & North Africa",NA,"IRQ",0
"Iraq",2015,"Energy","Oil",140,"Antonoil","Middle East & North Africa",NA,"IRQ",0
"Iraq",2019,"Energy","Oil",140,"China National Machinery Industry (Sinomach)","Middle East & North Africa",NA,"IRQ",1
"Iraq",2011,"Energy",NA,1010,"Shanghai Electric","Middle East & North Africa",NA,"IRQ",0
"Iraq",2019,"Energy","Gas",660,"China International Trust and Investment (CITIC)","Middle East & North Africa",NA,"IRQ",1
"Iraq",2018,"Energy","Oil",220,"China National Off-shore Oil (CNOOC)","Middle East & North Africa",NA,"IRQ",1
"Iraq",2020,"Energy","Gas",200,"China National Petroleum Corp. (CNPC)","Middle East & North Africa",NA,"IRQ",1
"Iraq",2012,"Energy","Oil",1180,"China National Machinery Industry (Sinomach)","Middle East & North Africa",NA,"IRQ",0
"Iraq",2019,"Energy","Oil",150,"China National Petroleum Corp. (CNPC)","Middle East & North Africa","0.5","IRQ",1
"Iraq",2007,"Energy",NA,1080,"Shanghai Electric","Middle East & North Africa",NA,"IRQ",0
"Ireland",2016,"Energy","Alternative",430,"China General Nuclear Power","Europe & Central Asia",NA,"IRL",0
"Israel",2016,"Energy","Hydro",260,"Power Construction Corp. (PowerChina)","Middle East & North Africa",NA,"ISR",0
"Israel",2017,"Transport","Rail",170,"Shenzhen Metro, China Railway Construction","Middle East & North Africa",NA,"ISR",0
"Israel",2019,"Energy","Gas",260,"China Communications Construction","Middle East & North Africa","0.49","ISR",0
"Israel",2014,"Transport","Shipping",950,"China Communications Construction","Middle East & North Africa",NA,"ISR",0
"Israel",2018,"Transport","Rail",710,"China Railway Engineering","Middle East & North Africa",NA,"ISR",0
"Israel",2019,"Transport","Rail",520,"China State Construction Engineering","Middle East & North Africa",NA,"ISR",0
"Italy",2012,"Transport","Shipping",460,"Shandong Heavy Industry","Europe & Central Asia","0.75","ITA",0
"Italy",2014,"Energy","Oil",100,"State Administration of Foreign Exchange (SAFE)","Europe & Central Asia","0.02","ITA",0
"Italy",2014,"Energy",NA,2760,"State Grid","Europe & Central Asia","0.35","ITA",0
"Italy",2014,"Energy",NA,2760,"State Administration of Foreign Exchange (SAFE)","Europe & Central Asia","2%, 3%","ITA",0
"Italy",2014,"Energy",NA,560,"Shanghai Electric","Europe & Central Asia","0.4","ITA",0
"Italy",2010,"Energy","Alternative",200,"Jiangsu Zongyi","Europe & Central Asia","1","ITA",0
"Italy",2015,"Energy","Alternative",100,"China Three Gorges","Europe & Central Asia","0.49","ITA",0
"Italy",2016,"Transport","Shipping",150,"China Ocean Shipping (COSCO)","Europe & Central Asia","0.4","ITA",0
"Jamaica",2017,"Energy","Oil",760,"Power Construction Corp. (PowerChina)","Latin America & Caribbean",NA,"JAM",0
"Japan",2006,"Energy","Alternative",110,"Wuxi Suntech","East Asia & Pacific","0.67","JPN",0
"Japan",2018,"Energy","Oil",100,"China International Trust and Investment (CITIC)","East Asia & Pacific",NA,"JPN",0
"Jordan",2016,"Energy","Oil",950,"Guangdong Province, Huaneng Power","Middle East & North Africa","0.45","JOR",0
"Jordan",2007,"Transport","Rail",100,"China Electronics Corporation","Middle East & North Africa","0.5","JOR",0
"Jordan",2008,"Energy","Gas",140,"Shandong Electric Power Construction III","Middle East & North Africa",NA,"JOR",0
"Jordan",2013,"Energy","Oil",1700,"Power Construction Corp. (PowerChina)","Middle East & North Africa",NA,"JOR",0
"Jordan",2017,"Energy","Gas",380,"Power Construction Corp. (PowerChina)","Middle East & North Africa",NA,"JOR",0
"Jordan",2014,"Energy","Oil",1600,"China Energy Engineering","Middle East & North Africa",NA,"JOR",0
"Kazakhstan",2008,"Energy",NA,250,"Xinjiang Guanghui","Europe & Central Asia","0.49","KAZ",0
"Kazakhstan",2014,"Energy","Oil",1090,"China Petroleum and Chemical (Sinopec)","Europe & Central Asia","0.5","KAZ",1
"Kazakhstan",2019,"Energy","Alternative",140,"Power Construction Corp. (PowerChina)","Europe & Central Asia",NA,"KAZ",1
"Kazakhstan",2005,"Energy","Oil",4200,"China National Petroleum Corp. (CNPC)","Europe & Central Asia","0.67","KAZ",0
"Kazakhstan",2010,"Energy","Hydro",730,"Gezhouba, Xinjiang International Economic Cooperation","Europe & Central Asia",NA,"KAZ",0
"Kazakhstan",2007,"Energy","Gas",1310,"China National Petroleum Corp. (CNPC)","Europe & Central Asia",NA,"KAZ",0
"Kazakhstan",2016,"Energy","Alternative",340,"Power Construction Corp. (PowerChina)","Europe & Central Asia",NA,"KAZ",1
"Kazakhstan",2015,"Energy","Oil",350,"Geo-Jade Petroleum","Europe & Central Asia","1","KAZ",1
"Kazakhstan",2017,"Transport","Rail",1170,"China Railway Engineering","Europe & Central Asia",NA,"KAZ",1
"Kazakhstan",2009,"Energy","Gas",2600,"China National Petroleum Corp. (CNPC)","Europe & Central Asia",NA,"KAZ",0
"Kazakhstan",2012,"Energy","Gas",150,"China National Petroleum Corp. (CNPC)","Europe & Central Asia",NA,"KAZ",0
"Kazakhstan",2006,"Energy",NA,1910,"China International Trust and Investment (CITIC)","Europe & Central Asia",NA,"KAZ",0
"Kazakhstan",2012,"Energy","Gas",900,"China National Petroleum Corp. (CNPC)","Europe & Central Asia","0.5","KAZ",0
"Kazakhstan",2011,"Energy","Oil",850,"China Petroleum and Chemical (Sinopec)","Europe & Central Asia",NA,"KAZ",0
"Kazakhstan",2020,"Transport","Rail",320,"China State Construction Engineering","Europe & Central Asia",NA,"KAZ",1
"Kazakhstan",2014,"Energy","Oil",530,"Geo-Jade Petroleum","Europe & Central Asia","0.95","KAZ",1
"Kazakhstan",2018,"Energy","Alternative",160,"Power Construction Corp. (PowerChina)","Europe & Central Asia",NA,"KAZ",1
"Kazakhstan",2012,"Energy","Hydro",360,"China Three Gorges","Europe & Central Asia",NA,"KAZ",0
"Kazakhstan",2012,"Energy",NA,190,"China National Machinery Industry (Sinomach)","Europe & Central Asia",NA,"KAZ",0
"Kazakhstan",2013,"Energy","Oil",5300,"China National Petroleum Corp. (CNPC)","Europe & Central Asia","0.08","KAZ",0
"Kazakhstan",2009,"Energy","Gas",940,"China Investment Corporation (CIC)","Europe & Central Asia","0.11","KAZ",0
"Kazakhstan",2015,"Energy","Oil",120,"Geo-Jade Petroleum","Europe & Central Asia","1","KAZ",1
"Kazakhstan",2012,"Energy","Gas",500,"China National Petroleum Corp. (CNPC)","Europe & Central Asia",NA,"KAZ",0
"Kazakhstan",2015,"Energy",NA,130,"China General Nuclear Power","Europe & Central Asia","0.49","KAZ",1
"Kenya",2010,"Transport","Rail",220,"China Communications Construction","Sub-Saharan Africa",NA,"KEN",0
"Kenya",2016,"Energy","Alternative",130,"Jiangxi International Economic and Technical Cooperation","Sub-Saharan Africa",NA,"KEN",0
"Kenya",2016,"Energy",NA,720,"State Grid","Sub-Saharan Africa",NA,"KEN",0
"Kenya",2012,"Energy","Hydro",1750,"China State Construction Engineering","Sub-Saharan Africa",NA,"KEN",0
"Kenya",2016,"Energy",NA,190,"China National Machinery Industry (Sinomach)","Sub-Saharan Africa",NA,"KEN",0
"Kenya",2017,"Energy","Hydro",360,"China Energy Engineering","Sub-Saharan Africa",NA,"KEN",0
"Kenya",2018,"Energy","Gas",130,"Tebian Electric Apparatus (TBEA)","Sub-Saharan Africa",NA,"KEN",1
"Kenya",2014,"Transport","Shipping",480,"China Communications Construction","Sub-Saharan Africa",NA,"KEN",0
"Kenya",2012,"Energy",NA,140,"China Petroleum and Chemical (Sinopec)","Sub-Saharan Africa",NA,"KEN",0
"Kenya",2017,"Energy",NA,130,"China National Machinery Industry (Sinomach)","Sub-Saharan Africa",NA,"KEN",0
"Kenya",2012,"Transport","Rail",1150,"China Communications Construction","Sub-Saharan Africa",NA,"KEN",0
"Kenya",2018,"Energy","Hydro",230,"Aviation Industry Corp. (AVIC), Shanghai Construction","Sub-Saharan Africa",NA,"KEN",1
"Kenya",2016,"Energy","Alternative",220,"China National Machinery Industry (Sinomach)","Sub-Saharan Africa",NA,"KEN",0
"Kenya",2016,"Energy","Alternative",140,"Jiangxi International Economic and Technical Cooperation","Sub-Saharan Africa",NA,"KEN",0
"Kenya",2019,"Energy","Hydro",150,"Power Construction Corp. (PowerChina)","Sub-Saharan Africa",NA,"KEN",1
"Kenya",2015,"Energy","Alternative",130,"Power Construction Corp. (PowerChina)","Sub-Saharan Africa",NA,"KEN",0
"Kenya",2018,"Energy",NA,270,"Power Construction Corp. (PowerChina), State Grid","Sub-Saharan Africa",NA,"KEN",1
"Kenya",2012,"Transport","Rail",2660,"China Communications Construction","Sub-Saharan Africa",NA,"KEN",0
"Kenya",2018,"Energy","Oil",400,"China Communications Construction","Sub-Saharan Africa",NA,"KEN",1
"Kenya",2018,"Energy","Alternative",100,"Power Construction Corp. (PowerChina), State Grid","Sub-Saharan Africa",NA,"KEN",1
"Kenya",2016,"Energy",NA,120,"China North Industries (Norinco), Shandong Taikai Group","Sub-Saharan Africa",NA,"KEN",0
"Kuwait",2018,"Energy","Oil",1060,"China Petroleum and Chemical (Sinopec)","Middle East & North Africa",NA,"KWT",1
"Kuwait",2009,"Energy","Oil",350,"China Petroleum and Chemical (Sinopec)","Middle East & North Africa",NA,"KWT",0
"Kuwait",2018,"Energy","Oil",140,"China Petroleum and Chemical (Sinopec)","Middle East & North Africa",NA,"KWT",1
"Kuwait",2016,"Energy","Gas",210,"Power Construction Corp. (PowerChina)","Middle East & North Africa",NA,"KWT",0
"Kuwait",2007,"Transport","Shipping",410,"China Communications Construction","Middle East & North Africa",NA,"KWT",0
"Kuwait",2015,"Energy","Oil",1700,"China Petroleum and Chemical (Sinopec)","Middle East & North Africa","0.4","KWT",0
"Kuwait",2014,"Energy","Alternative",100,"China National Machinery Industry (Sinomach)","Middle East & North Africa",NA,"KWT",0
"Kuwait",2018,"Energy",NA,650,"United Energy","Middle East & North Africa","1","KWT",1
"Kuwait",2009,"Energy",NA,160,"China Petroleum and Chemical (Sinopec)","Middle East & North Africa",NA,"KWT",0
"Kyrgyzstan",2014,"Energy","Coal",390,"Tebian Electric Apparatus (TBEA)","Europe & Central Asia",NA,"KGZ",0
"Kyrgyzstan",2014,"Energy","Oil",280,"Rongsheng Heavy Industries","Europe & Central Asia","0.6","KGZ",0
"Kyrgyzstan",2014,"Energy","Gas",1400,"China National Petroleum Corp. (CNPC)","Europe & Central Asia",NA,"KGZ",0
"Kyrgyzstan",2011,"Energy",NA,390,"Tebian Electric Apparatus (TBEA)","Europe & Central Asia",NA,"KGZ",0
"Kyrgyzstan",2014,"Energy","Oil",430,"Shaanxi Coal and Chemical","Europe & Central Asia","1","KGZ",0
"Laos",2015,"Energy","Hydro",210,"Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,"LAO",0
"Laos",2007,"Energy","Hydro",200,"Sinohydro","East Asia & Pacific",NA,"LAO",0
"Laos",2013,"Energy","Hydro",180,"China North Industries (Norinco)","East Asia & Pacific","0.85","LAO",0
"Laos",2018,"Energy","Hydro",140,"Hebei Construction","East Asia & Pacific",NA,"LAO",1
"Laos",2014,"Energy","Hydro",170,"Southern Power Grid","East Asia & Pacific","0.5","LAO",0
"Laos",2015,"Energy","Hydro",270,"Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,"LAO",0
"Laos",2010,"Energy",NA,130,"Sinohydro","East Asia & Pacific",NA,"LAO",0
"Laos",2018,"Transport","Rail",4170,"China Railway Corp, China Railway Engineering","East Asia & Pacific","0.7","LAO",1
"Laos",2016,"Transport","Rail",1580,"China Railway Engineering","East Asia & Pacific",NA,"LAO",1
"Laos",2012,"Energy","Hydro",300,"China Three Gorges","East Asia & Pacific",NA,"LAO",0
"Laos",2015,"Energy","Hydro",720,"Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,"LAO",0
"Laos",2015,"Energy",NA,480,"China National Machinery Industry (Sinomach)","East Asia & Pacific",NA,"LAO",0
"Laos",2014,"Energy","Hydro",120,"Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,"LAO",0
"Laos",2005,"Energy","Hydro",120,"China North Industries (Norinco)","East Asia & Pacific",NA,"LAO",0
"Laos",2019,"Energy","Alternative",350,"China National Machinery Industry (Sinomach)","East Asia & Pacific",NA,"LAO",1
"Laos",2013,"Energy",NA,300,"Southern Power Grid","East Asia & Pacific",NA,"LAO",0
"Laos",2020,"Energy","Hydro",320,"Power Construction Corp. (PowerChina), China Energy Engineering","East Asia & Pacific",NA,"LAO",1
"Laos",2015,"Transport","Rail",350,"China Railway Engineering","East Asia & Pacific",NA,"LAO",0
"Laos",2016,"Energy",NA,120,"Jiangsu Yongding, China National Machinery Industry (Sinomach)","East Asia & Pacific",NA,"LAO",1
"Laos",2018,"Energy","Hydro",110,"Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,"LAO",1
"Laos",2010,"Energy","Hydro",1030,"Sinohydro","East Asia & Pacific","0.85","LAO",0
"Laos",2012,"Energy","Hydro",440,"Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,"LAO",0
"Laos",2013,"Energy","Hydro",250,"China Energy Engineering","East Asia & Pacific",NA,"LAO",0
"Laos",2009,"Energy","Hydro",210,"Gezhouba","East Asia & Pacific",NA,"LAO",0
"Laos",2013,"Energy",NA,600,"China Three Gorges","East Asia & Pacific",NA,"LAO",0
"Laos",2020,"Energy",NA,2400,"Southern Power Grid","East Asia & Pacific",NA,"LAO",1
"Laos",2016,"Energy",NA,2100,"China National Machinery Industry (Sinomach)","East Asia & Pacific",NA,"LAO",1
"Laos",2007,"Energy","Hydro",170,"Southern Power Grid","East Asia & Pacific",NA,"LAO",0
"Laos",2010,"Energy","Coal",1680,"China National Machinery Industry (Sinomach)","East Asia & Pacific",NA,"LAO",0
"Laos",2017,"Energy","Oil",130,"Yunnan Provincial Overseas Investment, Dongyan","East Asia & Pacific","0.75","LAO",1
"Laos",2016,"Energy","Hydro",2030,"Power Construction Corp. (PowerChina)","East Asia & Pacific","0.85","LAO",1
"Laos",2017,"Energy","Hydro",310,"State Development and Investment Corp","East Asia & Pacific",NA,"LAO",1
"Laos",2017,"Energy","Hydro",160,"Yunnan Energy Investment","East Asia & Pacific",NA,"LAO",1
"Laos",2018,"Energy","Hydro",600,"China National Machinery Industry (Sinomach)","East Asia & Pacific",NA,"LAO",1
"Laos",2006,"Energy","Hydro",140,"China Three Gorges","East Asia & Pacific","0.9","LAO",0
"Laos",2010,"Energy",NA,110,"China Three Gorges","East Asia & Pacific",NA,"LAO",0
"Laos",2020,"Transport","Rail",140,"China Railway Engineering","East Asia & Pacific",NA,"LAO",1
"Laos",2015,"Energy","Hydro",1190,"Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,"LAO",0
"Latvia",2016,"Transport","Shipping",110,"China Communications Construction","Europe & Central Asia",NA,"LVA",1
"Liberia",2014,"Energy","Oil",160,"China Energy Engineering","Sub-Saharan Africa",NA,"LBR",0
"Libya",2008,"Transport","Rail",2600,"China Railway Construction","Middle East & North Africa",NA,"LBY",0
"Madagascar",2016,"Energy","Hydro",270,"Power Construction Corp. (PowerChina)","Sub-Saharan Africa",NA,"MDG",0
"Madagascar",2011,"Energy","Oil",150,"China National Petroleum Corp. (CNPC)","Sub-Saharan Africa","0.51","MDG",0
"Madagascar",2009,"Energy","Hydro",140,"China National Machinery Industry (Sinomach)","Sub-Saharan Africa",NA,"MDG",0
"Madagascar",2019,"Transport","Shipping",1220,"China Communications Construction","Sub-Saharan Africa",NA,"MDG",1
"Malawi",2012,"Energy","Coal",500,"China Energy Engineering","Sub-Saharan Africa",NA,"MWI",0
"Malawi",2015,"Energy","Hydro",210,"Sinosteel","Sub-Saharan Africa",NA,"MWI",0
"Malaysia",2016,"Energy","Alternative",240,"Xian Longi","East Asia & Pacific","1","MYS",0
"Malaysia",2013,"Energy","Alternative",380,"Comtec Solar","East Asia & Pacific","1","MYS",0
"Malaysia",2014,"Energy","Coal",240,"Shanghai Electric","East Asia & Pacific",NA,"MYS",0
"Malaysia",2010,"Energy","Coal",310,"China National Machinery Industry (Sinomach)","East Asia & Pacific",NA,"MYS",0
"Malaysia",2019,"Energy","Alternative",140,"Xian Longi","East Asia & Pacific",NA,"MYS",1
"Malaysia",2017,"Energy","Oil",140,"Shandong Hengyuan","East Asia & Pacific",NA,"MYS",1
"Malaysia",2017,"Energy","Hydro",490,"China Energy Engineering","East Asia & Pacific","0.7","MYS",1
"Malaysia",2014,"Energy","Oil",1330,"China Petroleum and Chemical (Sinopec)","East Asia & Pacific",NA,"MYS",0
"Malaysia",2013,"Transport","Shipping",480,"Guangxi Beibu","East Asia & Pacific","0.4","MYS",0
"Malaysia",2020,"Energy","Alternative",320,"Risen Energy","East Asia & Pacific",NA,"MYS",1
"Malaysia",2010,"Energy","Hydro",260,"Sinohydro","East Asia & Pacific",NA,"MYS",0
"Malaysia",2018,"Transport","Rail",2120,"China Railway Construction, China Railway Engineering, China Communications Construction","East Asia & Pacific",NA,"MYS",1
"Malaysia",2011,"Energy","Coal",830,"China General Technology (Genertec)","East Asia & Pacific","0.5","MYS",0
"Malaysia",2012,"Energy","Hydro",200,"China Three Gorges","East Asia & Pacific",NA,"MYS",0
"Malaysia",2015,"Transport","Shipping",550,"China Communications Construction","East Asia & Pacific",NA,"MYS",0
"Malaysia",2015,"Energy",NA,5260,"China General Nuclear Power, Southern Power Grid","East Asia & Pacific","1","MYS",0
"Malaysia",2008,"Energy","Hydro",880,"China Three Gorges-led consortium","East Asia & Pacific",NA,"MYS",0
"Malaysia",2017,"Transport","Rail",110,"China Communications Construction","East Asia & Pacific",NA,"MYS",1
"Malaysia",2008,"Energy","Gas",120,"China National Machinery Industry (Sinomach)","East Asia & Pacific",NA,"MYS",0
"Malaysia",2018,"Transport","Rail",2360,"China Communications Construction","East Asia & Pacific",NA,"MYS",1
"Malaysia",2013,"Energy",NA,100,"Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,"MYS",0
"Malaysia",2016,"Energy","Gas",120,"Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,"MYS",0
"Malaysia",2013,"Transport","Rail",130,"China Railway Rolling Stock Corporation (CRRC)","East Asia & Pacific","1","MYS",0
"Malaysia",2008,"Energy",NA,150,"Sinohydro","East Asia & Pacific",NA,"MYS",0
"Malaysia",2010,"Energy","Coal",200,"China National Machinery Industry (Sinomach)","East Asia & Pacific",NA,"MYS",0
"Malaysia",2013,"Transport","Shipping",100,"China Communications Construction","East Asia & Pacific",NA,"MYS",0
"Malaysia",2019,"Energy","Hydro",110,"Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,"MYS",1
"Malaysia",2012,"Transport","Rail",130,"China South Locomotive","East Asia & Pacific","1","MYS",0
"Malaysia",2013,"Energy","Gas",240,"Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,"MYS",0
"Malaysia",2016,"Transport","Rail",370,"China Railway Engineering","East Asia & Pacific",NA,"MYS",0
"Malaysia",2016,"Energy","Alternative",100,"China General Nuclear Power","East Asia & Pacific",NA,"MYS",0
"Malaysia",2015,"Energy","Alternative",100,"Jinko Solar","East Asia & Pacific","1","MYS",0
"Mali",2009,"Energy","Hydro",430,"Sinohydro","Sub-Saharan Africa",NA,"MLI",0
"Mali",2009,"Energy","Hydro",160,"Sinohydro","Sub-Saharan Africa",NA,"MLI",0
"Mali",2015,"Transport","Rail",1460,"China Railway Construction","Sub-Saharan Africa",NA,"MLI",0
"Mali",2015,"Energy",NA,110,"China National Machinery Industry (Sinomach)","Sub-Saharan Africa",NA,"MLI",0
"Mali",2009,"Energy","Hydro",100,"Gezhouba","Sub-Saharan Africa",NA,"MLI",0
"Malta",2014,"Energy",NA,440,"China Power Investment","Middle East & North Africa","0.33","MLT",0
"Mauritania",2010,"Transport","Shipping",100,"Sinohydro","Sub-Saharan Africa",NA,"MRT",0
"Mauritania",2008,"Transport","Shipping",290,"China Communications Construction","Sub-Saharan Africa",NA,"MRT",0
"Mauritius",2011,"Energy","Hydro",110,"China Three Gorges","Sub-Saharan Africa",NA,"MUS",0
"Mexico",2013,"Energy","Oil",280,"China Petroleum and Chemical (Sinopec)","Latin America & Caribbean",NA,"MEX",0
"Mexico",2016,"Energy","Alternative",100,"Envision Energy","Latin America & Caribbean","0.5","MEX",0
"Mexico",2016,"Energy","Oil",1110,"China National Off-shore Oil (CNOOC)","Latin America & Caribbean",NA,"MEX",0
"Mexico",2019,"Energy","Alternative",230,"Risen Energy","Latin America & Caribbean",NA,"MEX",0
"Mexico",2019,"Energy","Alternative",180,"Power Construction Corp. (PowerChina)","Latin America & Caribbean",NA,"MEX",0
"Moldova",2018,"Energy","Gas",350,"China National Machinery Industry (Sinomach)","Europe & Central Asia",NA,"MDA",0
"Mongolia",2011,"Energy","Coal",1010,"Shenhua","East Asia & Pacific","0.21","MNG",0
"Mongolia",2019,"Energy","Coal",570,"Sinosteel","East Asia & Pacific",NA,"MNG",1
"Mongolia",2005,"Energy","Oil",200,"China Investment Corporation (CIC), Beijing Jingdeshun","East Asia & Pacific",NA,"MNG",0
"Mongolia",2017,"Energy",NA,120,"Tebian Electric Apparatus (TBEA)","East Asia & Pacific",NA,"MNG",1
"Mongolia",2017,"Energy","Alternative",100,"China National Machinery Industry (Sinomach)","East Asia & Pacific",NA,"MNG",1
"Mongolia",2018,"Energy","Coal",180,"Henan Senyuan","East Asia & Pacific",NA,"MNG",1
"Mongolia",2015,"Energy","Coal",510,"Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,"MNG",0
"Mongolia",2009,"Energy","Coal",250,"China Investment Corporation (CIC)","East Asia & Pacific","0.13","MNG",0
"Mongolia",2009,"Energy","Oil",500,"China National Petroleum Corp. (CNPC)","East Asia & Pacific",NA,"MNG",0
"Mongolia",2015,"Energy","Coal",990,"China National Nuclear","East Asia & Pacific",NA,"MNG",0
"Mongolia",2016,"Energy","Hydro",100,"China Energy Engineering","East Asia & Pacific","1","MNG",0
"Montenegro",2017,"Energy","Alternative",100,"State Power Investment Corporation","Europe & Central Asia",NA,"MNE",1
"Morocco",2017,"Energy","Alternative",230,"China Railway Engineering, Power Construction Corp. (PowerChina)","Middle East & North Africa",NA,"MAR",1
"Morocco",2013,"Energy","Coal",360,"Power Construction Corp. (PowerChina)","Middle East & North Africa",NA,"MAR",0
"Morocco",2008,"Transport","Rail",260,"China Railway Engineering","Middle East & North Africa",NA,"MAR",0
"Mozambique",2014,"Energy",NA,610,"China National Machinery Industry (Sinomach)","Sub-Saharan Africa",NA,"MOZ",0
"Mozambique",2015,"Energy",NA,190,"China Communications Construction","Sub-Saharan Africa",NA,"MOZ",0
"Mozambique",2013,"Energy","Gas",4210,"China National Petroleum Corp. (CNPC)","Sub-Saharan Africa","0.28999999999999998","MOZ",0
"Mozambique",2011,"Energy","Gas",280,"Beijing Urban Construction","Sub-Saharan Africa",NA,"MOZ",0
"Mozambique",2012,"Transport","Shipping",700,"China Communications Construction","Sub-Saharan Africa",NA,"MOZ",0
"Mozambique",2017,"Transport",NA,1190,"China National Machinery Industry (Sinomach)","Sub-Saharan Africa","0.5","MOZ",0
"Myanmar (Burma)",2009,"Energy","Hydro",430,"Huaneng Power","East Asia & Pacific","0.93","MMR",0
"Myanmar (Burma)",2009,"Energy",NA,1020,"China National Petroleum Corp. (CNPC)","East Asia & Pacific","0.51","MMR",0
"Myanmar (Burma)",2005,"Energy","Hydro",130,"China International Trust and Investment (CITIC), Sinohydro","East Asia & Pacific",NA,"MMR",0
"Myanmar (Burma)",2016,"Energy","Gas",130,"Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,"MMR",0
"Myanmar (Burma)",2014,"Energy","Oil",370,"China National Off-shore Oil (CNOOC)","East Asia & Pacific",NA,"MMR",0
"Myanmar (Burma)",2018,"Energy","Gas",170,"Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,"MMR",1
"Myanmar (Burma)",2016,"Energy","Gas",100,"China Energy Engineering","East Asia & Pacific",NA,"MMR",0
"Myanmar (Burma)",2016,"Energy","Oil",2100,"Zhuhai Zhenrong","East Asia & Pacific","0.7","MMR",0
"Myanmar (Burma)",2018,"Transport","Rail",150,"Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,"MMR",1
"Myanmar (Burma)",2019,"Transport","Shipping",210,"China National Machinery Industry (Sinomach)","East Asia & Pacific",NA,"MMR",1
"Myanmar (Burma)",2018,"Transport","Shipping",910,"China International Trust and Investment (CITIC)-led consortium","East Asia & Pacific","0.7","MMR",1
"Myanmar (Burma)",2011,"Transport","Shipping",210,"China Communications Construction","East Asia & Pacific",NA,"MMR",0
"Myanmar (Burma)",2017,"Energy",NA,130,"State Grid","East Asia & Pacific",NA,"MMR",1
"Namibia",2014,"Transport","Shipping",360,"China Communications Construction","Sub-Saharan Africa",NA,"NAM",0
"Nepal",2018,"Energy","Hydro",170,"Power Construction Corp. (PowerChina)","South Asia",NA,"NPL",1
"Nepal",2018,"Energy","Hydro",150,"Dongfang Electric Corporation","South Asia",NA,"NPL",1
"Nepal",2019,"Energy","Hydro",150,"China Communications Construction","South Asia",NA,"NPL",1
"Nepal",2011,"Energy","Hydro",140,"Sinohydro","South Asia","0.9","NPL",0
"Nepal",2013,"Energy","Hydro",130,"China Energy Engineering","South Asia",NA,"NPL",0
"Nepal",2010,"Energy","Hydro",180,"Sinohydro","South Asia",NA,"NPL",0
"Nepal",2014,"Energy","Hydro",100,"China Three Gorges","South Asia",NA,"NPL",0
"Netherlands",2007,"Transport","Shipping",140,"China Ocean Shipping (COSCO)","Europe & Central Asia","0.8","NLD",0
"Netherlands",2008,"Energy",NA,1240,"State Administration of Foreign Exchange (SAFE)","Europe & Central Asia","0.01","NLD",0
"Netherlands",2019,"Transport","Shipping",420,"China Merchants Group","Europe & Central Asia","1","NLD",0
"New Zealand",2020,"Transport","Rail",130,"China Communications Construction","East Asia & Pacific",NA,"NZL",1
"Nicaragua",2012,"Energy","Oil",230,"China National Machinery Industry (Sinomach)","Latin America & Caribbean",NA,"NIC",0
"Niger",2010,"Energy","Oil",4990,"China National Petroleum Corp. (CNPC)","Sub-Saharan Africa","1","NER",0
"Niger",2020,"Energy","Hydro",110,"China Energy Engineering","Sub-Saharan Africa",NA,"NER",1
"Niger",2019,"Energy","Oil",1310,"China National Petroleum Corp. (CNPC)","Sub-Saharan Africa",NA,"NER",1
"Niger",2013,"Energy","Oil",130,"Power Construction Corp. (PowerChina)","Sub-Saharan Africa",NA,"NER",0
