"country","year_investment","sector","subsector","quantity_in_millions","investor","region","share_size","iso","bri"
"Chad",2009,"Energy","Oil",470,"China National Petroleum Corp. (CNPC)","Sub-Saharan Africa","0.6","TCD",0
"Chad",2016,"Energy","Oil",110,"CEFC China Energy","Sub-Saharan Africa","0.35","TCD",0
"Chad",2017,"Energy","Oil",310,"China Energy Engineering","Sub-Saharan Africa",NA,"TCD",0
"Chad",2011,"Transport","Rail",5630,"China Railway Construction","Sub-Saharan Africa",NA,"TCD",0
"Chad",2014,"Energy",NA,130,"China National Machinery Industry (Sinomach)","Sub-Saharan Africa",NA,"TCD",0
"Chad",2011,"Energy","Oil",370,"China National Petroleum Corp. (CNPC)","Sub-Saharan Africa","1","TCD",0
"Chad",2007,"Energy","Oil",200,"China National Petroleum Corp. (CNPC)","Sub-Saharan Africa","0.5","TCD",0
"Chile",2020,"Energy",NA,3030,"State Grid","Latin America & Caribbean","0.96","CHL",1
"Chile",2018,"Energy","Hydro",240,"China Three Gorges","Latin America & Caribbean","1","CHL",1
"Chile",2020,"Energy","Hydro",160,"Power Construction Corp. (PowerChina), China Three Gorges","Latin America & Caribbean",NA,"CHL",1
"Chile",2018,"Energy",NA,1300,"Southern Power Grid","Latin America & Caribbean","0.28000000000000003","CHL",1
"Chile",2012,"Energy","Alternative",190,"Xinjiang Goldwind","Latin America & Caribbean","0.5","CHL",0
"Chile",2016,"Energy","Alternative",140,"State Power Investment Corporation","Latin America & Caribbean",NA,"CHL",0
"Chile",2019,"Energy",NA,2230,"State Grid","Latin America & Caribbean",NA,"CHL",1
"Colombia",2006,"Energy","Oil",430,"China Petroleum and Chemical (Sinopec)","Latin America & Caribbean","0.5","COL",0
"Colombia",2020,"Transport","Rail",140,"China Railway Construction","Latin America & Caribbean","0.2","COL",0
"Colombia",2012,"Energy","Gas",980,"Sinochem","Latin America & Caribbean",NA,"COL",0
"Colombia",2018,"Energy","Hydro",230,"China Three Gorges","Latin America & Caribbean","0.5","COL",0
"Colombia",2011,"Energy","Coal",240,"China National Machinery Industry (Sinomach)","Latin America & Caribbean",NA,"COL",0
"Colombia",2020,"Transport","Rail",160,"China Communications Construction","Latin America & Caribbean",NA,"COL",0
"Congo - Brazzaville",2013,"Energy",NA,650,"China National Machinery Industry (Sinomach)","Sub-Saharan Africa",NA,"COG",0
"Congo - Brazzaville",2011,"Energy","Hydro",110,"Gezhouba","Sub-Saharan Africa",NA,"COG",0
"Congo - Brazzaville",2010,"Energy","Hydro",280,"China National Machinery Industry (Sinomach)","Sub-Saharan Africa",NA,"COG",0
"Congo - Brazzaville",2016,"Transport","Shipping",2300,"China Communications Construction","Sub-Saharan Africa",NA,"COG",0
"Congo - Kinshasa",2019,"Energy","Hydro",210,"Power Construction Corp. (PowerChina)","Sub-Saharan Africa","0.51","COD",0
"Congo - Kinshasa",2016,"Energy","Hydro",660,"Power Construction Corp. (PowerChina), China Railway Engineering","Sub-Saharan Africa",NA,"COD",0
"Congo - Kinshasa",2019,"Energy","Hydro",360,"China Energy Engineering","Sub-Saharan Africa",NA,"COD",0
"Congo - Kinshasa",2014,"Energy","Hydro",300,"China National Machinery Industry (Sinomach)","Sub-Saharan Africa",NA,"COD",0
"Congo - Kinshasa",2011,"Energy","Hydro",370,"Sinohydro","Sub-Saharan Africa",NA,"COD",0
"Congo - Kinshasa",2019,"Energy","Hydro",280,"Power Construction Corp. (PowerChina)","Sub-Saharan Africa",NA,"COD",0
"Congo - Kinshasa",2017,"Energy",NA,130,"China National Machinery Industry (Sinomach)","Sub-Saharan Africa",NA,"COD",0
"Côte d’Ivoire",2016,"Energy","Gas",410,"China Energy Engineering","Sub-Saharan Africa",NA,"CIV",0
"Côte d’Ivoire",2018,"Energy",NA,820,"China National Machinery Industry (Sinomach)","Sub-Saharan Africa",NA,"CIV",1
"Côte d’Ivoire",2018,"Energy","Hydro",350,"Power Construction Corp. (PowerChina)","Sub-Saharan Africa",NA,"CIV",1
"Côte d’Ivoire",2013,"Transport","Shipping",930,"China Communications Construction","Sub-Saharan Africa",NA,"CIV",0
"Côte d’Ivoire",2019,"Transport","Shipping",430,"State Development and Investment Corp","Sub-Saharan Africa",NA,"CIV",1
"Côte d’Ivoire",2013,"Energy","Hydro",570,"Power Construction Corp. (PowerChina)","Sub-Saharan Africa",NA,"CIV",0
"Croatia",2018,"Energy","Alternative",220,"China North Industries (Norinco)","Europe & Central Asia","0.76","HRV",1
"Cuba",2014,"Transport","Shipping",100,"China Communications Construction","Latin America & Caribbean",NA,"CUB",0
"Cuba",2018,"Energy","Alternative",140,"Power Construction Corp. (PowerChina)","Latin America & Caribbean",NA,"CUB",0
"Cyprus",2019,"Transport","Shipping",170,"China National Petroleum Corp. (CNPC), China State Shipbuilding","Europe & Central Asia",NA,"CYP",1
"Czechia",2009,"Energy","Alternative",100,"China National Machinery Industry (Sinomach)","Europe & Central Asia",NA,"CZE",0
"Djibouti",2011,"Transport","Shipping",420,"China State Construction Engineering","Middle East & North Africa",NA,"DJI",0
"Djibouti",2012,"Transport","Shipping",190,"China Merchants Group","Middle East & North Africa","0.24","DJI",0
"Djibouti",2020,"Transport","Shipping",510,"China Merchants Group","Middle East & North Africa",NA,"DJI",1
"Djibouti",2012,"Transport","Rail",510,"China Railway Construction","Middle East & North Africa",NA,"DJI",0
"Ecuador",2010,"Energy","Oil",610,"China National Petroleum Corp. (CNPC), China Petroleum and Chemical (Sinopec)","Latin America & Caribbean",NA,"ECU",0
"Ecuador",2010,"Energy","Hydro",250,"China Three Gorges","Latin America & Caribbean","0.4","ECU",0
"Ecuador",2011,"Energy","Hydro",480,"Harbin Electric","Latin America & Caribbean",NA,"ECU",0
"Ecuador",2010,"Energy","Hydro",570,"Gezhouba","Latin America & Caribbean",NA,"ECU",0
"Ecuador",2013,"Energy","Hydro",600,"Harbin Electric","Latin America & Caribbean",NA,"ECU",0
"Ecuador",2010,"Energy","Hydro",2300,"Sinohydro","Latin America & Caribbean",NA,"ECU",0
"Ecuador",2011,"Energy","Oil",100,"Harbin Electric","Latin America & Caribbean",NA,"ECU",0
"Ecuador",2014,"Energy","Hydro",240,"Power Construction Corp. (PowerChina)","Latin America & Caribbean",NA,"ECU",0
"Ecuador",2015,"Energy","Oil",530,"China Petroleum and Chemical (Sinopec)","Latin America & Caribbean",NA,"ECU",0
"Ecuador",2005,"Energy","Oil",1420,"China National Petroleum Corp. (CNPC), China Petroleum and Chemical (Sinopec)","Latin America & Caribbean",NA,"ECU",0
"Ecuador",2018,"Energy","Oil",150,"China Petroleum and Chemical (Sinopec)","Latin America & Caribbean",NA,"ECU",1
"Ecuador",2013,"Energy","Hydro",390,"China Three Gorges","Latin America & Caribbean",NA,"ECU",0
"Ecuador",2011,"Energy","Hydro",220,"Power Construction Corp. (PowerChina)","Latin America & Caribbean",NA,"ECU",0
"Egypt",2011,"Transport","Shipping",100,"China Communications Construction","Middle East & North Africa",NA,"EGY",0
"Egypt",2013,"Energy",NA,3100,"China Petroleum and Chemical (Sinopec)","Middle East & North Africa","0.33","EGY",0
"Egypt",2017,"Transport","Rail",1240,"Aviation Industry Corp. (AVIC), China Railway Engineering","Middle East & North Africa",NA,"EGY",1
"Egypt",2018,"Energy","Alternative",180,"Tebian Electric Apparatus (TBEA)","Middle East & North Africa",NA,"EGY",1
"Egypt",2015,"Transport","Rail",600,"China Railway Construction","Middle East & North Africa",NA,"EGY",0
"Egypt",2011,"Energy","Gas",150,"Power Construction Corp. (PowerChina)","Middle East & North Africa","0.5","EGY",0
"Egypt",2010,"Energy","Oil",1990,"Rongsheng Holding, China National Chemical Engineering","Middle East & North Africa",NA,"EGY",0
"Egypt",2020,"Energy","Alternative",290,"China Energy Engineering","Middle East & North Africa",NA,"EGY",1
"Egypt",2008,"Transport","Shipping",220,"China Communications Construction","Middle East & North Africa",NA,"EGY",0
"Egypt",2008,"Transport","Shipping",160,"China Communications Construction","Middle East & North Africa",NA,"EGY",0
"Egypt",2012,"Energy","Oil",320,"Dalian Shipbuilding","Middle East & North Africa",NA,"EGY",0
"Egypt",2016,"Energy",NA,780,"State Grid, Power Construction Corp. (PowerChina)","Middle East & North Africa",NA,"EGY",1
"Egypt",2011,"Transport","Shipping",190,"China State Shipbuilding","Middle East & North Africa",NA,"EGY",0
"Egypt",2018,"Energy","Alternative",150,"Zhejiang Chint","Middle East & North Africa",NA,"EGY",1
"Egypt",2017,"Energy","Oil",1990,"Power Construction Corp. (PowerChina)","Middle East & North Africa",NA,"EGY",1
"Equatorial Guinea",2009,"Energy","Gas",120,"China National Machinery Industry (Sinomach)","Sub-Saharan Africa",NA,"GNQ",0
"Equatorial Guinea",2007,"Energy","Hydro",650,"China National Machinery Industry (Sinomach), Sinohydro","Sub-Saharan Africa",NA,"GNQ",0
"Equatorial Guinea",2010,"Energy",NA,320,"Sinohydro","Sub-Saharan Africa",NA,"GNQ",0
"Eritrea",2014,"Energy","Hydro",100,"Power Construction Corp. (PowerChina), Shanghai Construction","Sub-Saharan Africa",NA,"ERI",0
"Eritrea",2014,"Transport","Shipping",400,"China Communications Construction","Sub-Saharan Africa",NA,"ERI",0
"Ethiopia",2013,"Energy","Alternative",340,"Power Construction Corp. (PowerChina), China Petroleum and Chemical (Sinopec)","Sub-Saharan Africa",NA,"ETH",0
"Ethiopia",2014,"Energy","Alternative",100,"China National Machinery Industry (Sinomach)","Sub-Saharan Africa",NA,"ETH",0
"Ethiopia",2011,"Transport","Rail",330,"China Railway Engineering","Sub-Saharan Africa",NA,"ETH",0
"Ethiopia",2013,"Transport","Rail",2460,"China Railway Construction, China Railway Engineering","Sub-Saharan Africa",NA,"ETH",0
"Ethiopia",2014,"Transport","Rail",480,"China Railway Engineering","Sub-Saharan Africa",NA,"ETH",0
"Ethiopia",2014,"Energy","Hydro",440,"Power Construction Corp. (PowerChina), China Energy Engineering","Sub-Saharan Africa","0.75","ETH",0
"Ethiopia",2011,"Energy","Alternative",120,"Hydrochina","Sub-Saharan Africa",NA,"ETH",0
"Ethiopia",2017,"Energy","Alternative",260,"Dongfang Electric Corporation","Sub-Saharan Africa",NA,"ETH",0
"Ethiopia",2010,"Energy","Hydro",500,"Dongfang Electric Corporation","Sub-Saharan Africa",NA,"ETH",0
"Ethiopia",2013,"Energy",NA,1460,"State Grid","Sub-Saharan Africa",NA,"ETH",0
"Ethiopia",2017,"Energy",NA,100,"Shanghai Electric","Sub-Saharan Africa",NA,"ETH",0
"Ethiopia",2017,"Energy",NA,100,"Tebian Electric Apparatus (TBEA)","Sub-Saharan Africa",NA,"ETH",0
"Ethiopia",2016,"Energy",NA,540,"State Grid","Sub-Saharan Africa",NA,"ETH",0
"Ethiopia",2018,"Energy","Gas",360,"China Poly","Sub-Saharan Africa",NA,"ETH",1
"Ethiopia",2009,"Energy","Hydro",450,"Gezhouba","Sub-Saharan Africa",NA,"ETH",0
"Ethiopia",2015,"Energy",NA,230,"China North Industries (Norinco)","Sub-Saharan Africa",NA,"ETH",0
"Ethiopia",2009,"Energy","Hydro",2420,"Sinohydro","Sub-Saharan Africa",NA,"ETH",0
"Ethiopia",2012,"Transport","Rail",1580,"China Communications Construction","Sub-Saharan Africa",NA,"ETH",0
"Fiji",2009,"Energy","Hydro",150,"Sinohydro","East Asia & Pacific",NA,"FJI",0
"Finland",2017,"Energy","Alternative",850,"China National Machinery Industry (Sinomach)","Europe & Central Asia",NA,"FIN",0
"France",2011,"Energy",NA,510,"China National Petroleum Corp. (CNPC)","Europe & Central Asia","0.5","FRA",0
"France",2013,"Transport","Shipping",530,"China Merchants Group","Europe & Central Asia","0.49","FRA",0
"France",2008,"Energy",NA,2800,"State Administration of Foreign Exchange (SAFE)","Europe & Central Asia","1.6E-2","FRA",0
"France",2011,"Energy",NA,3240,"China Investment Corporation (CIC)","Europe & Central Asia","0.3","FRA",0
"France",2016,"Energy","Alternative",110,"China General Nuclear Power","Europe & Central Asia",NA,"FRA",0
"Gabon",2013,"Transport","Shipping",120,"China Communications Construction","Sub-Saharan Africa",NA,"GAB",0
"Gabon",2018,"Energy","Hydro",200,"China Energy Engineering","Sub-Saharan Africa",NA,"GAB",1
"Gabon",2008,"Energy","Hydro",400,"Sinohydro","Sub-Saharan Africa",NA,"GAB",0
"Georgia",2011,"Transport","Rail",340,"China Railway Construction","Europe & Central Asia",NA,"GEO",0
"Georgia",2016,"Energy","Gas",160,"China National Chemical Engineering","Europe & Central Asia",NA,"GEO",1
"Georgia",2017,"Energy","Coal",250,"Dongfang Electric Corporation","Europe & Central Asia",NA,"GEO",1
"Germany",2016,"Energy","Alternative",1540,"China Three Gorges","Europe & Central Asia","0.8","DEU",0
"Germany",2016,"Energy","Alternative",1590,"Beijing Enterprises (BEHL)","Europe & Central Asia","1","DEU",0
"Germany",2012,"Energy","Alternative",510,"Hanergy","Europe & Central Asia","1","DEU",0
"Ghana",2019,"Transport","Shipping",110,"China Communications Construction","Sub-Saharan Africa",NA,"GHA",1
"Ghana",2012,"Transport","Shipping",150,"China Communications Construction","Sub-Saharan Africa",NA,"GHA",0
"Ghana",2012,"Energy",NA,180,"China Three Gorges","Sub-Saharan Africa",NA,"GHA",0
"Ghana",2015,"Energy","Coal",550,"Power Construction Corp. (PowerChina)","Sub-Saharan Africa",NA,"GHA",0
"Ghana",2018,"Transport","Shipping",200,"China Communications Construction, China State Shipbuilding","Sub-Saharan Africa",NA,"GHA",1
"Ghana",2015,"Transport","Shipping",350,"China Communications Construction","Sub-Saharan Africa",NA,"GHA",0
"Ghana",2016,"Energy","Oil",550,"China Energy Engineering","Sub-Saharan Africa",NA,"GHA",0
"Ghana",2015,"Energy","Gas",590,"Shenzhen Energy, China Development Bank","Sub-Saharan Africa",NA,"GHA",0
"Ghana",2007,"Energy","Hydro",600,"Sinohydro","Sub-Saharan Africa",NA,"GHA",0
"Ghana",2016,"Energy","Gas",230,"China National Machinery Industry (Sinomach)","Sub-Saharan Africa",NA,"GHA",0
"Ghana",2014,"Energy","Alternative",110,"Solargiga","Sub-Saharan Africa","0.9","GHA",0
"Ghana",2014,"Energy","Hydro",310,"China Three Gorges","Sub-Saharan Africa",NA,"GHA",0
"Ghana",2012,"Energy","Gas",850,"China Petroleum and Chemical (Sinopec)","Sub-Saharan Africa",NA,"GHA",0
"Ghana",2019,"Transport","Rail",500,"China Railway Construction","Sub-Saharan Africa",NA,"GHA",1
"Ghana",2007,"Energy","Gas",200,"Shenzhen Energy, China Development Bank","Sub-Saharan Africa",NA,"GHA",0
"Ghana",2020,"Energy","Hydro",930,"Power Construction Corp. (PowerChina)","Sub-Saharan Africa",NA,"GHA",1
"Greece",2016,"Energy",NA,350,"State Grid","Europe & Central Asia","0.24","GRC",0
"Greece",2008,"Transport","Shipping",5790,"China Ocean Shipping (COSCO)","Europe & Central Asia",NA,"GRC",0
"Greece",2019,"Transport","Shipping",370,"China Ocean Shipping (COSCO)","Europe & Central Asia",NA,"GRC",1
"Greece",2016,"Transport","Shipping",320,"China Ocean Shipping (COSCO)","Europe & Central Asia","0.51","GRC",0
"Greece",2017,"Energy","Alternative",1640,"China Energy Investment","Europe & Central Asia","0.75","GRC",0
"Greece",2019,"Energy","Alternative",320,"China Energy Engineering, Zhejiang Supcon","Europe & Central Asia",NA,"GRC",1
"Guatemala",2010,"Energy",NA,700,"China Machine New Energy","Latin America & Caribbean",NA,"GTM",0
"Guinea",2019,"Energy","Hydro",810,"Power Construction Corp. (PowerChina)","Sub-Saharan Africa",NA,"GIN",1
"Guinea",2016,"Transport","Shipping",770,"China Communications Construction","Sub-Saharan Africa",NA,"GIN",0
"Guinea",2015,"Energy","Hydro",1380,"China Three Gorges","Sub-Saharan Africa",NA,"GIN",0
"Guinea",2019,"Transport","Rail",450,"China Railway Construction","Sub-Saharan Africa","0.22","GIN",1
"Guinea",2019,"Energy","Hydro",120,"Tebian Electric Apparatus (TBEA)","Sub-Saharan Africa","0.55000000000000004","GIN",1
"Guinea",2011,"Energy","Hydro",450,"China Three Gorges","Sub-Saharan Africa",NA,"GIN",0
"Guinea-Bissau",2014,"Energy","Hydro",280,"China North Industries (Norinco)","Sub-Saharan Africa",NA,"GNB",0
"Guinea-Bissau",2017,"Energy","Alternative",170,"Shenyang Lan Sa","Sub-Saharan Africa","0.93","GNB",0
"Guyana",2018,"Energy","Oil",930,"China National Off-shore Oil (CNOOC)","Latin America & Caribbean","0.25","GUY",1
"Guyana",2012,"Energy","Hydro",510,"China Railway Engineering","Latin America & Caribbean",NA,"GUY",0
"Guyana",2019,"Energy","Oil",400,"China National Off-shore Oil (CNOOC)","Latin America & Caribbean","0.25","GUY",1
"Honduras",2013,"Energy","Hydro",350,"Power Construction Corp. (PowerChina)","Latin America & Caribbean",NA,"HND",0
"Hungary",2019,"Energy","Alternative",110,"China General Technology (Genertec)","Europe & Central Asia",NA,"HUN",1
"Hungary",2019,"Transport","Rail",1040,"China Railway Engineering","Europe & Central Asia","0.5","HUN",1
"India",2012,"Energy",NA,200,"Tebian Electric Apparatus (TBEA)","South Asia","1","IND",0
"India",2019,"Energy","Coal",1860,"Power Construction Corp. (PowerChina)","South Asia",NA,"IND",0
"India",2006,"Energy","Coal",1500,"Shandong Electric Power Construction III","South Asia",NA,"IND",0
"India",2007,"Energy","Coal",3990,"Shandong Electric Power Construction","South Asia",NA,"IND",0
"India",2007,"Energy","Gas",560,"China National Petroleum Corp. (CNPC)","South Asia",NA,"IND",0
"India",2020,"Transport","Rail",140,"Dongbei Steel","South Asia","0.9","IND",0
"India",2008,"Energy","Coal",1310,"Shanghai Electric","South Asia",NA,"IND",0
"India",2008,"Energy","Hydro",160,"China Three Gorges","South Asia",NA,"IND",0
"India",2013,"Energy","Coal",2700,"Power Construction Corp. (PowerChina)","South Asia",NA,"IND",0
"India",2011,"Energy","Coal",300,"Shandong Electric Power Construction","South Asia",NA,"IND",0
"India",2009,"Energy","Coal",810,"Shandong Electric Power Construction III","South Asia",NA,"IND",0
"India",2014,"Energy",NA,100,"Tebian Electric Apparatus (TBEA)","South Asia",NA,"IND",0
"India",2018,"Energy","Alternative",370,"China Poly","South Asia","0.4","IND",0
"India",2016,"Energy",NA,130,"Jiangsu Longze","South Asia","0.51","IND",0
"India",2010,"Energy","Coal",1400,"Datang","South Asia",NA,"IND",0
"India",2015,"Energy","Alternative",230,"Trina Solar","South Asia",NA,"IND",0
"India",2015,"Energy","Alternative",250,"Xian Longi","South Asia","1","IND",0
"India",2010,"Energy","Coal",450,"Harbin Electric","South Asia",NA,"IND",0
"India",2018,"Energy","Alternative",310,"LONGi Green Energy","South Asia",NA,"IND",0
"Indonesia",2015,"Energy","Coal",1160,"China National Machinery Industry (Sinomach)","East Asia & Pacific",NA,"IDN",0
"Indonesia",2014,"Energy","Coal",1360,"China Investment Corporation (CIC)","East Asia & Pacific","0.19","IDN",0
"Indonesia",2009,"Energy","Coal",230,"Shenhua","East Asia & Pacific","0.7","IDN",0
"Indonesia",2015,"Energy","Hydro",110,"Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,"IDN",0
"Indonesia",2008,"Energy","Coal",640,"China National Machinery Industry (Sinomach)","East Asia & Pacific",NA,"IDN",0
"Indonesia",2012,"Energy","Coal",740,"Dongfang Electric Corporation","East Asia & Pacific",NA,"IDN",0
"Indonesia",2006,"Energy","Coal",180,"China National Chemical Engineering","East Asia & Pacific",NA,"IDN",0
"Indonesia",2017,"Energy","Gas",1040,"China National Off-shore Oil (CNOOC)","East Asia & Pacific","0.14000000000000001","IDN",0
"Indonesia",2017,"Transport","Rail",640,"China Communications Construction","East Asia & Pacific",NA,"IDN",0
"Indonesia",2013,"Transport","Shipping",900,"China Communications Construction","East Asia & Pacific","0.7","IDN",0
"Indonesia",2015,"Energy","Coal",870,"China Huadian Corporation (Huadian)","East Asia & Pacific","0.55000000000000004","IDN",0
"Indonesia",2011,"Energy","Coal",170,"Gezhouba","East Asia & Pacific",NA,"IDN",0
"Indonesia",2006,"Energy","Oil",100,"China International Trust and Investment (CITIC)","East Asia & Pacific","0.51","IDN",0
"Indonesia",2013,"Energy","Coal",250,"Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,"IDN",0
"Indonesia",2020,"Transport","Rail",1370,"China Railway Engineering","East Asia & Pacific",NA,"IDN",1
"Indonesia",2016,"Energy","Coal",120,"State Development and Investment Corp","East Asia & Pacific","0.4","IDN",0
"Indonesia",2018,"Energy","Coal",150,"Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,"IDN",1
"Indonesia",2011,"Transport","Rail",120,"China Railway Engineering","East Asia & Pacific","0.1","IDN",0
"Indonesia",2006,"Energy","Hydro",250,"China Huadian Corporation (Huadian)","East Asia & Pacific",NA,"IDN",0
"Indonesia",2018,"Energy","Hydro",1150,"State Development and Investment Corp","East Asia & Pacific","0.75","IDN",1
"Indonesia",2011,"Energy","Coal",240,"Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,"IDN",0
"Indonesia",2020,"Energy","Coal",390,"Datang","East Asia & Pacific","0.75","IDN",1
"Indonesia",2011,"Transport","Shipping",100,"China Communications Construction","East Asia & Pacific",NA,"IDN",0
"Indonesia",2016,"Energy","Coal",140,"Sinosteel","East Asia & Pacific",NA,"IDN",0
"Indonesia",2019,"Energy",NA,440,"China Energy Engineering","East Asia & Pacific",NA,"IDN",1
"Indonesia",2016,"Energy","Coal",1470,"Harbin Electric","East Asia & Pacific",NA,"IDN",0
"Indonesia",2012,"Energy","Coal",640,"China Huadian Corporation (Huadian)","East Asia & Pacific","1","IDN",0
"Indonesia",2015,"Energy","Coal",570,"Shenhua","East Asia & Pacific","0.75","IDN",0
"Indonesia",2014,"Energy","Coal",670,"China National Machinery Industry (Sinomach)","East Asia & Pacific",NA,"IDN",0
"Indonesia",2010,"Energy",NA,150,"China National Petroleum Corp. (CNPC)","East Asia & Pacific",NA,"IDN",0
"Indonesia",2012,"Energy","Coal",100,"China National Machinery Industry (Sinomach)","East Asia & Pacific",NA,"IDN",0
"Indonesia",2020,"Energy","Hydro",850,"Zhefu Holdings","East Asia & Pacific","0.53","IDN",1
"Indonesia",2006,"Energy","Coal",260,"Shanghai Electric","East Asia & Pacific",NA,"IDN",0
"Indonesia",2018,"Energy","Gas",120,"China Energy Engineering","East Asia & Pacific",NA,"IDN",1
"Indonesia",2018,"Energy","Coal",100,"Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,"IDN",1
"Indonesia",2018,"Transport","Rail",2460,"China Railway Engineering","East Asia & Pacific","0.4","IDN",1
"Indonesia",2019,"Energy","Coal",460,"China Energy Engineering","East Asia & Pacific",NA,"IDN",1
"Indonesia",2008,"Energy","Gas",130,"China National Off-shore Oil (CNOOC)","East Asia & Pacific","0.5","IDN",0
"Indonesia",2018,"Energy","Alternative",110,"China Jinjiang Environment","East Asia & Pacific","0.95","IDN",1
"Indonesia",2015,"Energy","Coal",1320,"Shenhua","East Asia & Pacific","0.7","IDN",0
"Indonesia",2008,"Energy","Coal",250,"Sinohydro","East Asia & Pacific",NA,"IDN",0
"Indonesia",2007,"Energy","Coal",540,"China National Chemical Engineering","East Asia & Pacific",NA,"IDN",0
"Indonesia",2016,"Energy","Coal",250,"Power Construction Corp. (PowerChina)","East Asia & Pacific","0.7","IDN",0
"Indonesia",2013,"Energy","Coal",110,"China State Construction Engineering","East Asia & Pacific",NA,"IDN",0
"Indonesia",2010,"Energy","Gas",680,"China Petroleum and Chemical (Sinopec)","East Asia & Pacific","0.18","IDN",0
"Indonesia",2007,"Energy","Coal",1270,"Dongfang Electric Corporation, Shanghai Electric","East Asia & Pacific",NA,"IDN",0
"Indonesia",2005,"Energy","Coal",860,"China National Machinery Industry (Sinomach), Sinohydro","East Asia & Pacific",NA,"IDN",0
"Indonesia",2015,"Energy","Alternative",180,"Sinosteel","East Asia & Pacific",NA,"IDN",0
"Indonesia",2008,"Energy",NA,240,"China National Machinery Industry (Sinomach)","East Asia & Pacific",NA,"IDN",0
"Indonesia",2006,"Energy","Coal",520,"Harbin Electric","East Asia & Pacific",NA,"IDN",0
"Indonesia",2007,"Energy","Hydro",240,"Sinohydro","East Asia & Pacific","0.7","IDN",0
"Indonesia",2016,"Energy",NA,890,"China National Chemical Engineering","East Asia & Pacific",NA,"IDN",0
"Indonesia",2020,"Energy","Hydro",480,"Power Construction Corp. (PowerChina)","East Asia & Pacific",NA,"IDN",1
"Indonesia",2011,"Energy","Hydro",990,"Gezhouba","East Asia & Pacific",NA,"IDN",0
"Indonesia",2019,"Energy","Gas",160,"China National Chemical Engineering","East Asia & Pacific",NA,"IDN",1
"Indonesia",2016,"Transport","Shipping",200,"Qianhai Zone Authority","East Asia & Pacific",NA,"IDN",0
"Indonesia",2007,"Energy","Coal",430,"China General Technology (Genertec)","East Asia & Pacific",NA,"IDN",0
"Indonesia",2015,"Energy","Coal",240,"China Energy Engineering","East Asia & Pacific",NA,"IDN",0
"Iran",2016,"Energy","Gas",600,"China National Petroleum Corp. (CNPC)","Middle East & North Africa","0.3","IRN",0
"Iran",2018,"Transport","Rail",540,"China Railway Construction","Middle East & North Africa",NA,"IRN",1
"Iran",2007,"Energy","Hydro",210,"Gezhouba","Middle East & North Africa","0.49","IRN",0
"Iran",2016,"Transport","Rail",330,"China North Industries (Norinco)","Middle East & North Africa",NA,"IRN",0
"Iran",2006,"Energy","Oil",2840,"China Petroleum and Chemical (Sinopec)","Middle East & North Africa",NA,"IRN",0
"Iran",2018,"Transport","Rail",700,"China National Machinery Industry (Sinomach)","Middle East & North Africa",NA,"IRN",1
"Iran",2017,"Energy","Oil",590,"China Petroleum and Chemical (Sinopec)","Middle East & North Africa",NA,"IRN",1
"Iran",2007,"Energy","Oil",2010,"China Petroleum and Chemical (Sinopec)","Middle East & North Africa","0.51","IRN",0
"Iran",2011,"Transport","Rail",590,"China North Industries (Norinco)","Middle East & North Africa",NA,"IRN",0
"Iran",2006,"Transport","Rail",310,"China North Industries (Norinco)","Middle East & North Africa",NA,"IRN",0
"Iran",2010,"Energy","Hydro",1500,"Sinohydro","Middle East & North Africa",NA,"IRN",0
"Iran",2012,"Transport","Rail",1250,"China North Industries (Norinco)","Middle East & North Africa",NA,"IRN",0
"Iran",2014,"Energy","Coal",180,"Sinosteel","Middle East & North Africa",NA,"IRN",0
"Iran",2017,"Energy","Oil",1050,"China Petroleum and Chemical (Sinopec)","Middle East & North Africa",NA,"IRN",1
"Iran",2009,"Energy","Oil",1760,"China National Petroleum Corp. (CNPC)","Middle East & North Africa",NA,"IRN",0
"Iran",2014,"Transport","Rail",320,"China National Machinery Industry (Sinomach)","Middle East & North Africa",NA,"IRN",0
"Iran",2018,"Transport","Rail",840,"China National Machinery Industry (Sinomach)","Middle East & North Africa",NA,"IRN",1
"Iran",2019,"Transport","Rail",1540,"China General Technology (Genertec), Beijing Power","Middle East & North Africa",NA,"IRN",1
"Iraq",2015,"Energy","Oil",530,"Zhongman Petroleum","Middle East & North Africa",NA,"IRQ",0
"Iraq",2018,"Energy","Oil",1350,"China North Industries (Norinco)","Middle East & North Africa","0.9","IRQ",1
"Iraq",2013,"Energy","Oil",1250,"China National Petroleum Corp. (CNPC)","Middle East & North Africa","0.25","IRQ",0
"Iraq",2018,"Energy","Oil",160,"China National Petroleum Corp. (CNPC)","Middle East & North Africa",NA,"IRQ",1
"Iraq",2019,"Energy","Gas",980,"China International Trust and Investment (CITIC)","Middle East & North Africa","0.5","IRQ",1
"Iraq",2019,"Energy","Gas",1070,"China National Petroleum Corp. (CNPC)","Middle East & North Africa","1","IRQ",1
"Iraq",2009,"Energy","Oil",2990,"China National Petroleum Corp. (CNPC)","Middle East & North Africa",NA,"IRQ",0
"Iraq",2014,"Energy","Oil",610,"China National Petroleum Corp. (CNPC)","Middle East & North Africa",NA,"IRQ",0
