Code,License Type,Indicator Name,Long definition,Source,Topic,Periodicity,Aggregation method,License URL
NE.TRD.GNFS.ZS,CC BY-4.0,Trade (% of GDP),Trade is the sum of exports and imports of goods and services measured as a share of gross domestic product.,"World Bank national accounts data, and OECD National Accounts data files.",Economic Policy & Debt: National accounts: Shares of GDP & other,Annual,Weighted average,https://datacatalog.worldbank.org/public-licenses#cc-by
